"GEO_ID","NAME","P1_001N",
# "Geography","Geographic Area Name"," !!Total",
"860Z200US12123","ZCTA5 12123","5096",
"860Z200US12124","ZCTA5 12124","443",
"860Z200US12125","ZCTA5 12125","1478",
"860Z200US12130","ZCTA5 12130","845",
"860Z200US12131","ZCTA5 12131","135",
"860Z200US12132","ZCTA5 12132","130",
"860Z200US12134","ZCTA5 12134","3560",
"860Z200US12136","ZCTA5 12136","927",
"860Z200US12137","ZCTA5 12137","1704",
"860Z200US12138","ZCTA5 12138","3012",
"860Z200US12139","ZCTA5 12139","266",
"860Z200US12140","ZCTA5 12140","1639",
"860Z200US12143","ZCTA5 12143","4903",
"860Z200US12144","ZCTA5 12144","21277",
"860Z200US12147","ZCTA5 12147","521",
"860Z200US12148","ZCTA5 12148","4935",
"860Z200US12149","ZCTA5 12149","2294",
"860Z200US12150","ZCTA5 12150","799",
"860Z200US12151","ZCTA5 12151","957",
"860Z200US12153","ZCTA5 12153","818",
"860Z200US12154","ZCTA5 12154","2669",
"860Z200US12155","ZCTA5 12155","1753",
"860Z200US12156","ZCTA5 12156","853",
"860Z200US12157","ZCTA5 12157","4109",
"860Z200US12158","ZCTA5 12158","6373",
"860Z200US12159","ZCTA5 12159","8524",
"860Z200US12160","ZCTA5 12160","938",
"860Z200US12161","ZCTA5 12161","75",
"860Z200US12164","ZCTA5 12164","487",
"860Z200US12165","ZCTA5 12165","146",
"860Z200US12166","ZCTA5 12166","1500",
"860Z200US12167","ZCTA5 12167","2342",
"860Z200US12168","ZCTA5 12168","1681",
"860Z200US12169","ZCTA5 12169","445",
"860Z200US12170","ZCTA5 12170","4964",
"860Z200US12172","ZCTA5 12172","381",
"860Z200US12173","ZCTA5 12173","1732",
"860Z200US12174","ZCTA5 12174","260",
"860Z200US12175","ZCTA5 12175","725",
"860Z200US12176","ZCTA5 12176","292",
"860Z200US12177","ZCTA5 12177","400",
"860Z200US12180","ZCTA5 12180","55907",
"860Z200US12182","ZCTA5 12182","14657",
"860Z200US12183","ZCTA5 12183","2934",
"860Z200US12184","ZCTA5 12184","7178",
"860Z200US12185","ZCTA5 12185","2059",
"860Z200US12186","ZCTA5 12186","6485",
"860Z200US12187","ZCTA5 12187","571",
"860Z200US12188","ZCTA5 12188","11035",
"860Z200US12189","ZCTA5 12189","18970",
"860Z200US12190","ZCTA5 12190","683",
"860Z200US12192","ZCTA5 12192","1617",
"860Z200US12193","ZCTA5 12193","1934",
"860Z200US12194","ZCTA5 12194","176",
"860Z200US12195","ZCTA5 12195","97",
"860Z200US12196","ZCTA5 12196","2930",
"860Z200US12197","ZCTA5 12197","2176",
"860Z200US12198","ZCTA5 12198","7548",
"860Z200US12202","ZCTA5 12202","10257",
"860Z200US12203","ZCTA5 12203","28210",
"860Z200US12204","ZCTA5 12204","7818",
"860Z200US12205","ZCTA5 12205","27168",
"860Z200US12206","ZCTA5 12206","17219",
"860Z200US12207","ZCTA5 12207","2399",
"860Z200US12208","ZCTA5 12208","22118",
"860Z200US12209","ZCTA5 12209","10231",
"860Z200US12210","ZCTA5 12210","10559",
"860Z200US12211","ZCTA5 12211","13532",
"860Z200US12222","ZCTA5 12222","6149",
"860Z200US12226","ZCTA5 12226","20",
"860Z200US12302","ZCTA5 12302","27618",
"860Z200US12303","ZCTA5 12303","30893",
"860Z200US12304","ZCTA5 12304","21513",
"860Z200US12305","ZCTA5 12305","6085",
"860Z200US12306","ZCTA5 12306","26935",
"860Z200US12307","ZCTA5 12307","7567",
"860Z200US12308","ZCTA5 12308","15285",
"860Z200US12309","ZCTA5 12309","31273",
"860Z200US12401","ZCTA5 12401","35493",
"860Z200US12404","ZCTA5 12404","3625",
"860Z200US12405","ZCTA5 12405","571",
"860Z200US12406","ZCTA5 12406","740",
"860Z200US12407","ZCTA5 12407","95",
"860Z200US12409","ZCTA5 12409","994",
"860Z200US12410","ZCTA5 12410","416",
"860Z200US12411","ZCTA5 12411","419",
"860Z200US12412","ZCTA5 12412","627",
"860Z200US12413","ZCTA5 12413","2914",
"860Z200US12414","ZCTA5 12414","10163",
"860Z200US12416","ZCTA5 12416","208",
"860Z200US12417","ZCTA5 12417","748",
"860Z200US12418","ZCTA5 12418","558",
"860Z200US12419","ZCTA5 12419","660",
"860Z200US12420","ZCTA5 12420","175",
"860Z200US12421","ZCTA5 12421","334",
"860Z200US12422","ZCTA5 12422","354",
"860Z200US12423","ZCTA5 12423","940",
"860Z200US12424","ZCTA5 12424","249",
"860Z200US12427","ZCTA5 12427","905",
"860Z200US12428","ZCTA5 12428","6969",
"860Z200US12429","ZCTA5 12429","329",
"860Z200US12430","ZCTA5 12430","999",
"860Z200US12431","ZCTA5 12431","1639",
"860Z200US12432","ZCTA5 12432","507",
"860Z200US12433","ZCTA5 12433","403",
"860Z200US12434","ZCTA5 12434","622",
"860Z200US12435","ZCTA5 12435","276",
"860Z200US12436","ZCTA5 12436","451",
"860Z200US12438","ZCTA5 12438","56",
"860Z200US12439","ZCTA5 12439","401",
"860Z200US12440","ZCTA5 12440","1863",
"860Z200US12441","ZCTA5 12441","130",
"860Z200US12442","ZCTA5 12442","752",
"860Z200US12443","ZCTA5 12443","3868",
"860Z200US12444","ZCTA5 12444","430",
"860Z200US12446","ZCTA5 12446","4930",
"860Z200US12448","ZCTA5 12448","255",
"860Z200US12449","ZCTA5 12449","3386",
"860Z200US12450","ZCTA5 12450","171",
"860Z200US12451","ZCTA5 12451","1560",
"860Z200US12452","ZCTA5 12452","48",
"860Z200US12453","ZCTA5 12453","271",
"860Z200US12454","ZCTA5 12454","233",
"860Z200US12455","ZCTA5 12455","1820",
"860Z200US12456","ZCTA5 12456","590",
"860Z200US12457","ZCTA5 12457","738",
"860Z200US12458","ZCTA5 12458","3488",
"860Z200US12459","ZCTA5 12459","172",
"860Z200US12460","ZCTA5 12460","281",
"860Z200US12461","ZCTA5 12461","1661",
"860Z200US12463","ZCTA5 12463","1405",
"860Z200US12464","ZCTA5 12464","955",
"860Z200US12465","ZCTA5 12465","288",
"860Z200US12466","ZCTA5 12466","2353",
"860Z200US12468","ZCTA5 12468","1417",
"860Z200US12469","ZCTA5 12469","697",
"860Z200US12470","ZCTA5 12470","648",
"860Z200US12471","ZCTA5 12471","231",
"860Z200US12472","ZCTA5 12472","1519",
"860Z200US12473","ZCTA5 12473","931",
"860Z200US12474","ZCTA5 12474","1128",
"860Z200US12475","ZCTA5 12475","373",
"860Z200US12477","ZCTA5 12477","18559",
"860Z200US12480","ZCTA5 12480","604",
"860Z200US12481","ZCTA5 12481","1259",
"860Z200US12482","ZCTA5 12482","599",
"860Z200US12483","ZCTA5 12483","191",
"860Z200US12484","ZCTA5 12484","2809",
"860Z200US12485","ZCTA5 12485","939",
"860Z200US12486","ZCTA5 12486","1457",
"860Z200US12487","ZCTA5 12487","3508",
"860Z200US12489","ZCTA5 12489","267",
"860Z200US12490","ZCTA5 12490","70",
"860Z200US12491","ZCTA5 12491","1782",
"860Z200US12492","ZCTA5 12492","296",
"860Z200US12493","ZCTA5 12493","426",
"860Z200US12494","ZCTA5 12494","712",
"860Z200US12495","ZCTA5 12495","212",
"860Z200US12496","ZCTA5 12496","1508",
"860Z200US12498","ZCTA5 12498","4845",
"860Z200US12501","ZCTA5 12501","2125",
"860Z200US12502","ZCTA5 12502","1146",
"860Z200US12503","ZCTA5 12503","675",
"860Z200US12504","ZCTA5 12504","333",
"860Z200US12507","ZCTA5 12507","166",
"860Z200US12508","ZCTA5 12508","19537",
"860Z200US12512","ZCTA5 12512","143",
"860Z200US12513","ZCTA5 12513","621",
"860Z200US12514","ZCTA5 12514","2784",
"860Z200US12515","ZCTA5 12515","1349",
"860Z200US12516","ZCTA5 12516","1722",
"860Z200US12517","ZCTA5 12517","430",
"860Z200US12518","ZCTA5 12518","5622",
"860Z200US12520","ZCTA5 12520","3287",
"860Z200US12521","ZCTA5 12521","1636",
"860Z200US12522","ZCTA5 12522","4993",
"860Z200US12523","ZCTA5 12523","1819",
"860Z200US12524","ZCTA5 12524","15617",
"860Z200US12525","ZCTA5 12525","3359",
"860Z200US12526","ZCTA5 12526","3687",
"860Z200US12527","ZCTA5 12527","108",
"860Z200US12528","ZCTA5 12528","14089",
"860Z200US12529","ZCTA5 12529","2755",
"860Z200US12530","ZCTA5 12530","81",
"860Z200US12531","ZCTA5 12531","3267",
"860Z200US12533","ZCTA5 12533","26147",
"860Z200US12534","ZCTA5 12534","17539",
"860Z200US12538","ZCTA5 12538","14181",
"860Z200US12540","ZCTA5 12540","7666",
"860Z200US12542","ZCTA5 12542","5726",
"860Z200US12543","ZCTA5 12543","3170",
"860Z200US12544","ZCTA5 12544","156",
"860Z200US12545","ZCTA5 12545","4741",
"860Z200US12546","ZCTA5 12546","3026",
"860Z200US12547","ZCTA5 12547","2934",
"860Z200US12548","ZCTA5 12548","1334",
"860Z200US12549","ZCTA5 12549","10349",
"860Z200US12550","ZCTA5 12550","55869",
"860Z200US12553","ZCTA5 12553","26728",
"860Z200US12561","ZCTA5 12561","18726",
"860Z200US12563","ZCTA5 12563","7586",
"860Z200US12564","ZCTA5 12564","7159",
"860Z200US12565","ZCTA5 12565","1402",
"860Z200US12566","ZCTA5 12566","10923",
"860Z200US12567","ZCTA5 12567","2564",
"860Z200US12569","ZCTA5 12569","10177",
"860Z200US12570","ZCTA5 12570","6825",
"860Z200US12571","ZCTA5 12571","9600",
"860Z200US12572","ZCTA5 12572","9258",
"860Z200US12574","ZCTA5 12574","299",
"860Z200US12575","ZCTA5 12575","2478",
"860Z200US12577","ZCTA5 12577","2280",
"860Z200US12578","ZCTA5 12578","2298",
"860Z200US12580","ZCTA5 12580","4204",
"860Z200US12581","ZCTA5 12581","2091",
"860Z200US12582","ZCTA5 12582","6148",
"860Z200US12583","ZCTA5 12583","2212",
"860Z200US12585","ZCTA5 12585","850",
"860Z200US12586","ZCTA5 12586","13087",
"860Z200US12589","ZCTA5 12589","16935",
"860Z200US12590","ZCTA5 12590","37051",
"860Z200US12592","ZCTA5 12592","1230",
"860Z200US12594","ZCTA5 12594","4018",
"860Z200US12601","ZCTA5 12601","44264",
"860Z200US12603","ZCTA5 12603","41470",
"860Z200US12604","ZCTA5 12604","2011",
"860Z200US12701","ZCTA5 12701","12360",
"860Z200US12719","ZCTA5 12719","1056",
"860Z200US12720","ZCTA5 12720","179",
"860Z200US12721","ZCTA5 12721","7504",
"860Z200US12722","ZCTA5 12722","120",
"860Z200US12723","ZCTA5 12723","1687",
"860Z200US12724","ZCTA5 12724","215",
"860Z200US12725","ZCTA5 12725","287",
"860Z200US12726","ZCTA5 12726","1168",
"860Z200US12729","ZCTA5 12729","1708",
"860Z200US12732","ZCTA5 12732","735",
"860Z200US12733","ZCTA5 12733","1887",
"860Z200US12734","ZCTA5 12734","870",
"860Z200US12736","ZCTA5 12736","114",
"860Z200US12737","ZCTA5 12737","1765",
"860Z200US12738","ZCTA5 12738","270",
"860Z200US12740","ZCTA5 12740","1714",
"860Z200US12741","ZCTA5 12741","251",
"860Z200US12742","ZCTA5 12742","200",
"860Z200US12743","ZCTA5 12743","347",
"860Z200US12745","ZCTA5 12745","62",
"860Z200US12746","ZCTA5 12746","1010",
"860Z200US12747","ZCTA5 12747","1849",
"860Z200US12748","ZCTA5 12748","1890",
"860Z200US12749","ZCTA5 12749","293",
"860Z200US12750","ZCTA5 12750","148",
"860Z200US12751","ZCTA5 12751","1151",
"860Z200US12752","ZCTA5 12752","283",
"860Z200US12754","ZCTA5 12754","7654",
"860Z200US12758","ZCTA5 12758","4033",
"860Z200US12759","ZCTA5 12759","1568",
"860Z200US12760","ZCTA5 12760","477",
"860Z200US12762","ZCTA5 12762","433",
"860Z200US12763","ZCTA5 12763","891",
"860Z200US12764","ZCTA5 12764","1717",
"860Z200US12765","ZCTA5 12765","789",
"860Z200US12766","ZCTA5 12766","458",
"860Z200US12767","ZCTA5 12767","61",
"860Z200US12768","ZCTA5 12768","958",
"860Z200US12769","ZCTA5 12769","135",
"860Z200US12770","ZCTA5 12770","176",
"860Z200US12771","ZCTA5 12771","14423",
"860Z200US12775","ZCTA5 12775","2467",
"860Z200US12776","ZCTA5 12776","1865",
"860Z200US12777","ZCTA5 12777","710",
"860Z200US12778","ZCTA5 12778","708",
"860Z200US12779","ZCTA5 12779","2665",
"860Z200US12780","ZCTA5 12780","2218",
"860Z200US12781","ZCTA5 12781","106",
"860Z200US12783","ZCTA5 12783","1388",
"860Z200US12784","ZCTA5 12784","34",
"860Z200US12785","ZCTA5 12785","749",
"860Z200US12786","ZCTA5 12786","711",
"860Z200US12787","ZCTA5 12787","259",
"860Z200US12788","ZCTA5 12788","3596",
"860Z200US12789","ZCTA5 12789","1930",
"860Z200US12790","ZCTA5 12790","4817",
"860Z200US12791","ZCTA5 12791","547",
"860Z200US12792","ZCTA5 12792","311",
"860Z200US12801","ZCTA5 12801","14850",
"860Z200US12803","ZCTA5 12803","8990",
"860Z200US12804","ZCTA5 12804","27790",
"860Z200US12808","ZCTA5 12808","343",
"860Z200US12809","ZCTA5 12809","3426",
"860Z200US12810","ZCTA5 12810","556",
"860Z200US12811","ZCTA5 12811","209",
"860Z200US12812","ZCTA5 12812","173",
"860Z200US12814","ZCTA5 12814","1348",
"860Z200US12815","ZCTA5 12815","938",
"860Z200US12816","ZCTA5 12816","4366",
"860Z200US12817","ZCTA5 12817","2142",
"860Z200US12819","ZCTA5 12819","297",
"860Z200US12820","ZCTA5 12820","21",
"860Z200US12821","ZCTA5 12821","2447",
"860Z200US12822","ZCTA5 12822","6282",
"860Z200US12823","ZCTA5 12823","243",
"860Z200US12824","ZCTA5 12824","801",
"860Z200US12827","ZCTA5 12827","3878",
"860Z200US12828","ZCTA5 12828","9442",
"860Z200US12831","ZCTA5 12831","17483",
"860Z200US12832","ZCTA5 12832","6559",
"860Z200US12833","ZCTA5 12833","4686",
"860Z200US12834","ZCTA5 12834","6396",
"860Z200US12835","ZCTA5 12835","2575",
"860Z200US12836","ZCTA5 12836","528",
"860Z200US12837","ZCTA5 12837","746",
"860Z200US12838","ZCTA5 12838","560",
"860Z200US12839","ZCTA5 12839","13618",
"860Z200US12841","ZCTA5 12841","81",
"860Z200US12842","ZCTA5 12842","1154",
"860Z200US12843","ZCTA5 12843","542",
"860Z200US12844","ZCTA5 12844","303",
"860Z200US12845","ZCTA5 12845","4873",
"860Z200US12846","ZCTA5 12846","3008",
"860Z200US12847","ZCTA5 12847","692",
"860Z200US12849","ZCTA5 12849","421",
"860Z200US12850","ZCTA5 12850","2786",
"860Z200US12851","ZCTA5 12851","290",
"860Z200US12852","ZCTA5 12852","418",
"860Z200US12853","ZCTA5 12853","1489",
"860Z200US12854","ZCTA5 12854","44",
"860Z200US12855","ZCTA5 12855","230",
"860Z200US12856","ZCTA5 12856","220",
"860Z200US12857","ZCTA5 12857","571",
"860Z200US12858","ZCTA5 12858","123",
"860Z200US12859","ZCTA5 12859","2041",
"860Z200US12860","ZCTA5 12860","579",
"860Z200US12861","ZCTA5 12861","548",
"860Z200US12862","ZCTA5 12862","102",
"860Z200US12863","ZCTA5 12863","762",
"860Z200US12864","ZCTA5 12864","36",
"860Z200US12865","ZCTA5 12865","3394",
"860Z200US12866","ZCTA5 12866","40355",
"860Z200US12870","ZCTA5 12870","1652",
"860Z200US12871","ZCTA5 12871","3934",
"860Z200US12872","ZCTA5 12872","44",
"860Z200US12873","ZCTA5 12873","760",
"860Z200US12874","ZCTA5 12874","112",
"860Z200US12878","ZCTA5 12878","705",
"860Z200US12883","ZCTA5 12883","4808",
"860Z200US12884","ZCTA5 12884","541",
"860Z200US12885","ZCTA5 12885","4371",
"860Z200US12886","ZCTA5 12886","179",
"860Z200US12887","ZCTA5 12887","4966",
"860Z200US12901","ZCTA5 12901","32147",
"860Z200US12903","ZCTA5 12903","1810",
"860Z200US12910","ZCTA5 12910","1985",
"860Z200US12911","ZCTA5 12911","35",
"860Z200US12912","ZCTA5 12912","1964",
"860Z200US12913","ZCTA5 12913","1035",
"860Z200US12914","ZCTA5 12914","888",
"860Z200US12915","ZCTA5 12915","41",
"860Z200US12916","ZCTA5 12916","2340",
"860Z200US12917","ZCTA5 12917","1430",
"860Z200US12918","ZCTA5 12918","2424",
"860Z200US12919","ZCTA5 12919","3011",
"860Z200US12920","ZCTA5 12920","2352",
"860Z200US12921","ZCTA5 12921","2270",
"860Z200US12922","ZCTA5 12922","68",
"860Z200US12923","ZCTA5 12923","523",
"860Z200US12924","ZCTA5 12924","148",
"860Z200US12926","ZCTA5 12926","2129",
"860Z200US12927","ZCTA5 12927","249",
"860Z200US12928","ZCTA5 12928","2030",
"860Z200US12929","ZCTA5 12929","3292",
"860Z200US12930","ZCTA5 12930","707",
"860Z200US12932","ZCTA5 12932","1342",
"860Z200US12933","ZCTA5 12933","7",
"860Z200US12934","ZCTA5 12934","1106",
"860Z200US12935","ZCTA5 12935","1491",
"860Z200US12936","ZCTA5 12936","655",
"860Z200US12937","ZCTA5 12937","1406",
"860Z200US12939","ZCTA5 12939","244",
"860Z200US12941","ZCTA5 12941","1330",
"860Z200US12942","ZCTA5 12942","651",
"860Z200US12943","ZCTA5 12943","478",
"860Z200US12944","ZCTA5 12944","4088",
"860Z200US12945","ZCTA5 12945","531",
"860Z200US12946","ZCTA5 12946","5217",
"860Z200US12950","ZCTA5 12950","741",
"860Z200US12952","ZCTA5 12952","497",
"860Z200US12953","ZCTA5 12953","13731",
"860Z200US12955","ZCTA5 12955","371",
"860Z200US12956","ZCTA5 12956","1350",
"860Z200US12957","ZCTA5 12957","1663",
"860Z200US12958","ZCTA5 12958","1866",
"860Z200US12959","ZCTA5 12959","1382",
"860Z200US12960","ZCTA5 12960","1009",
"860Z200US12961","ZCTA5 12961","148",
"860Z200US12962","ZCTA5 12962","5463",
"860Z200US12964","ZCTA5 12964","170",
"860Z200US12965","ZCTA5 12965","548",
"860Z200US12966","ZCTA5 12966","2848",
"860Z200US12967","ZCTA5 12967","1145",
"860Z200US12969","ZCTA5 12969","413",
"860Z200US12970","ZCTA5 12970","682",
"860Z200US12972","ZCTA5 12972","6212",
"860Z200US12973","ZCTA5 12973","131",
"860Z200US12974","ZCTA5 12974","1537",
"860Z200US12975","ZCTA5 12975","292",
"860Z200US12976","ZCTA5 12976","215",
"860Z200US12977","ZCTA5 12977","693",
"860Z200US12978","ZCTA5 12978","323",
"860Z200US12979","ZCTA5 12979","2321",
"860Z200US12980","ZCTA5 12980","1292",
"860Z200US12981","ZCTA5 12981","2215",
"860Z200US12983","ZCTA5 12983","7073",
"860Z200US12985","ZCTA5 12985","1079",
"860Z200US12986","ZCTA5 12986","5363",
"860Z200US12987","ZCTA5 12987","296",
"860Z200US12989","ZCTA5 12989","947",
"860Z200US12992","ZCTA5 12992","4796",
"860Z200US12993","ZCTA5 12993","1657",
"860Z200US12996","ZCTA5 12996","1879",
"860Z200US12997","ZCTA5 12997","1139",
"860Z200US12998","ZCTA5 12998","569",
"860Z200US13020","ZCTA5 13020","149",
"860Z200US13021","ZCTA5 13021","38479",
"860Z200US13024","ZCTA5 13024","1122",
"860Z200US13026","ZCTA5 13026","1523",
"860Z200US13027","ZCTA5 13027","34507",
"860Z200US13028","ZCTA5 13028","1217",
"860Z200US13029","ZCTA5 13029","7118",
"860Z200US13030","ZCTA5 13030","3754",
"860Z200US13031","ZCTA5 13031","16335",
"860Z200US13032","ZCTA5 13032","12336",
"860Z200US13033","ZCTA5 13033","3763",
"860Z200US13034","ZCTA5 13034","1836",
"860Z200US13035","ZCTA5 13035","8226",
"860Z200US13036","ZCTA5 13036","8601",
"860Z200US13037","ZCTA5 13037","9230",
"860Z200US13039","ZCTA5 13039","17485",
"860Z200US13040","ZCTA5 13040","2507",
"860Z200US13041","ZCTA5 13041","11724",
"860Z200US13042","ZCTA5 13042","2447",
"860Z200US13044","ZCTA5 13044","2506",
"860Z200US13045","ZCTA5 13045","28406",
"860Z200US13051","ZCTA5 13051","111",
"860Z200US13052","ZCTA5 13052","1653",
"860Z200US13053","ZCTA5 13053","4605",
"860Z200US13054","ZCTA5 13054","1388",
"860Z200US13057","ZCTA5 13057","14676",
"860Z200US13060","ZCTA5 13060","2584",
"860Z200US13061","ZCTA5 13061","987",
"860Z200US13062","ZCTA5 13062","237",
"860Z200US13063","ZCTA5 13063","1902",
"860Z200US13065","ZCTA5 13065","64",
"860Z200US13066","ZCTA5 13066","12949",
"860Z200US13068","ZCTA5 13068","5189",
"860Z200US13069","ZCTA5 13069","24071",
"860Z200US13071","ZCTA5 13071","953",
"860Z200US13072","ZCTA5 13072","772",
"860Z200US13073","ZCTA5 13073","6190",
"860Z200US13074","ZCTA5 13074","4206",
"860Z200US13076","ZCTA5 13076","2297",
"860Z200US13077","ZCTA5 13077","6446",
"860Z200US13078","ZCTA5 13078","10019",
"860Z200US13080","ZCTA5 13080","3375",
"860Z200US13081","ZCTA5 13081","1058",
"860Z200US13082","ZCTA5 13082","4539",
"860Z200US13083","ZCTA5 13083","1896",
"860Z200US13084","ZCTA5 13084","4101",
"860Z200US13087","ZCTA5 13087","183",
"860Z200US13088","ZCTA5 13088","22331",
"860Z200US13090","ZCTA5 13090","30472",
"860Z200US13092","ZCTA5 13092","2655",
"860Z200US13101","ZCTA5 13101","2397",
"860Z200US13102","ZCTA5 13102","69",
"860Z200US13103","ZCTA5 13103","298",
"860Z200US13104","ZCTA5 13104","16430",
"860Z200US13108","ZCTA5 13108","6054",
"860Z200US13110","ZCTA5 13110","2236",
"860Z200US13111","ZCTA5 13111","1609",
"860Z200US13112","ZCTA5 13112","1889",
"860Z200US13113","ZCTA5 13113","77",
"860Z200US13114","ZCTA5 13114","6596",
"860Z200US13115","ZCTA5 13115","195",
"860Z200US13116","ZCTA5 13116","3657",
"860Z200US13117","ZCTA5 13117","197",
"860Z200US13118","ZCTA5 13118","5849",
"860Z200US13119","ZCTA5 13119","52",
"860Z200US13120","ZCTA5 13120","2536",
"860Z200US13121","ZCTA5 13121","52",
"860Z200US13122","ZCTA5 13122","1068",
"860Z200US13123","ZCTA5 13123","104",
"860Z200US13124","ZCTA5 13124","91",
"860Z200US13126","ZCTA5 13126","35477",
"860Z200US13131","ZCTA5 13131","3649",
"860Z200US13132","ZCTA5 13132","3865",
"860Z200US13134","ZCTA5 13134","64",
"860Z200US13135","ZCTA5 13135","6303",
"860Z200US13136","ZCTA5 13136","409",
"860Z200US13138","ZCTA5 13138","55",
"860Z200US13140","ZCTA5 13140","4044",
"860Z200US13141","ZCTA5 13141","661",
"860Z200US13142","ZCTA5 13142","6323",
"860Z200US13143","ZCTA5 13143","2619",
"860Z200US13144","ZCTA5 13144","1401",
"860Z200US13145","ZCTA5 13145","1793",
"860Z200US13146","ZCTA5 13146","2205",
"860Z200US13147","ZCTA5 13147","1213",
"860Z200US13148","ZCTA5 13148","10541",
"860Z200US13152","ZCTA5 13152","7696",
"860Z200US13153","ZCTA5 13153","309",
"860Z200US13154","ZCTA5 13154","76",
"860Z200US13155","ZCTA5 13155","605",
"860Z200US13156","ZCTA5 13156","2231",
"860Z200US13157","ZCTA5 13157","570",
"860Z200US13158","ZCTA5 13158","1397",
"860Z200US13159","ZCTA5 13159","5155",
"860Z200US13160","ZCTA5 13160","1942",
"860Z200US13162","ZCTA5 13162","251",
"860Z200US13163","ZCTA5 13163","311",
"860Z200US13164","ZCTA5 13164","2730",
"860Z200US13165","ZCTA5 13165","10354",
"860Z200US13166","ZCTA5 13166","5398",
"860Z200US13167","ZCTA5 13167","3263",
"860Z200US13202","ZCTA5 13202","6967",
"860Z200US13203","ZCTA5 13203","16240",
"860Z200US13204","ZCTA5 13204","19752",
"860Z200US13205","ZCTA5 13205","18834",
"860Z200US13206","ZCTA5 13206","16599",
"860Z200US13207","ZCTA5 13207","13140",
"860Z200US13208","ZCTA5 13208","23603",
"860Z200US13209","ZCTA5 13209","13018",
"860Z200US13210","ZCTA5 13210","23150",
"860Z200US13211","ZCTA5 13211","6382",
"860Z200US13212","ZCTA5 13212","20220",
"860Z200US13214","ZCTA5 13214","9072",
"860Z200US13215","ZCTA5 13215","15007",
"860Z200US13219","ZCTA5 13219","15436",
"860Z200US13224","ZCTA5 13224","8705",
"860Z200US13244","ZCTA5 13244","6975",
"860Z200US13290","ZCTA5 13290","0",
"860Z200US13301","ZCTA5 13301","90",
"860Z200US13302","ZCTA5 13302","1594",
"860Z200US13303","ZCTA5 13303","1140",
"860Z200US13304","ZCTA5 13304","1573",
"860Z200US13305","ZCTA5 13305","275",
"860Z200US13308","ZCTA5 13308","3722",
"860Z200US13309","ZCTA5 13309","5906",
"860Z200US13310","ZCTA5 13310","591",
"860Z200US13312","ZCTA5 13312","332",
"860Z200US13313","ZCTA5 13313","520",
"860Z200US13314","ZCTA5 13314","86",
"860Z200US13315","ZCTA5 13315","1228",
"860Z200US13316","ZCTA5 13316","6512",
"860Z200US13317","ZCTA5 13317","3758",
"860Z200US13318","ZCTA5 13318","1306",
"860Z200US13319","ZCTA5 13319","795",
"860Z200US13320","ZCTA5 13320","2068",
"860Z200US13321","ZCTA5 13321","1026",
"860Z200US13322","ZCTA5 13322","1102",
"860Z200US13323","ZCTA5 13323","11415",
"860Z200US13324","ZCTA5 13324","1963",
"860Z200US13325","ZCTA5 13325","980",
"860Z200US13326","ZCTA5 13326","4893",
"860Z200US13327","ZCTA5 13327","2234",
"860Z200US13328","ZCTA5 13328","1147",
"860Z200US13329","ZCTA5 13329","3789",
"860Z200US13331","ZCTA5 13331","210",
"860Z200US13332","ZCTA5 13332","2471",
"860Z200US13333","ZCTA5 13333","92",
"860Z200US13334","ZCTA5 13334","1223",
"860Z200US13335","ZCTA5 13335","1525",
"860Z200US13337","ZCTA5 13337","686",
"860Z200US13338","ZCTA5 13338","1187",
"860Z200US13339","ZCTA5 13339","6646",
"860Z200US13340","ZCTA5 13340","7652",
"860Z200US13342","ZCTA5 13342","144",
"860Z200US13343","ZCTA5 13343","1594",
"860Z200US13345","ZCTA5 13345","192",
"860Z200US13346","ZCTA5 13346","6427",
"860Z200US13348","ZCTA5 13348","1323",
"860Z200US13350","ZCTA5 13350","9513",
"860Z200US13352","ZCTA5 13352","81",
"860Z200US13353","ZCTA5 13353","92",
"860Z200US13354","ZCTA5 13354","3339",
"860Z200US13355","ZCTA5 13355","856",
"860Z200US13357","ZCTA5 13357","10330",
"860Z200US13360","ZCTA5 13360","350",
"860Z200US13361","ZCTA5 13361","825",
"860Z200US13363","ZCTA5 13363","2240",
"860Z200US13364","ZCTA5 13364","225",
"860Z200US13365","ZCTA5 13365","8448",
"860Z200US13367","ZCTA5 13367","8678",
"860Z200US13368","ZCTA5 13368","1161",
"860Z200US13402","ZCTA5 13402","1364",
"860Z200US13403","ZCTA5 13403","6844",
"860Z200US13404","ZCTA5 13404","167",
"860Z200US13406","ZCTA5 13406","392",
"860Z200US13407","ZCTA5 13407","4930",
"860Z200US13408","ZCTA5 13408","3452",
"860Z200US13409","ZCTA5 13409","2325",
"860Z200US13410","ZCTA5 13410","336",
"860Z200US13411","ZCTA5 13411","3129",
"860Z200US13413","ZCTA5 13413","15574",
"860Z200US13415","ZCTA5 13415","98",
"860Z200US13416","ZCTA5 13416","2099",
"860Z200US13417","ZCTA5 13417","3280",
"860Z200US13418","ZCTA5 13418","241",
"860Z200US13420","ZCTA5 13420","1263",
"860Z200US13421","ZCTA5 13421","12807",
"860Z200US13424","ZCTA5 13424","2450",
"860Z200US13425","ZCTA5 13425","2052",
"860Z200US13428","ZCTA5 13428","1592",
"860Z200US13431","ZCTA5 13431","1960",
"860Z200US13433","ZCTA5 13433","1537",
"860Z200US13435","ZCTA5 13435","248",
"860Z200US13436","ZCTA5 13436","106",
"860Z200US13437","ZCTA5 13437","404",
