source,destination,flow
Sichuan,Beijing,9938764
Sichuan,Chongqing,360519
Sichuan,Fujian,2423262
Sichuan,Gansu,1350094
Sichuan,Guangdong,13603747
Sichuan,Guangxi,2540396
Sichuan,Guizhou,1311726
Sichuan,Hainan,3811414
Sichuan,Hebei,1434132
Sichuan,Heilongjiang,1082818
Sichuan,Henan,2244196
Sichuan,Hong Kong,435186
Sichuan,Hubei,2404586
Sichuan,Hunan,2551859
Sichuan,Inner Mongolia,832341
Sichuan,Jiangsu,6099474
Sichuan,Jiangxi,2519758
Sichuan,Jilin,768790
Sichuan,Liaoning,2171796
Sichuan,Macau,130286
Sichuan,Ningxia,873477
Sichuan,Qinghai,966734
Sichuan,Shaanxi,1241795
Sichuan,Shandong,3965022
Sichuan,Shanghai,9002559
Sichuan,Shanxi,1046074
Sichuan,Sichuan,3221733
Sichuan,Taiwan,375601
Sichuan,Tianjin,1979255
Sichuan,Tibet,4379414
Sichuan,Xinjiang,3017538
Sichuan,Yunnan,7543210
Sichuan,Zhejiang,6891866
Taiwan,Anhui,209248
Taiwan,Beijing,1029601
Taiwan,Chongqing,336952
Taiwan,Fujian,5786934
Taiwan,Gansu,62712
Taiwan,Guangdong,1414746
Taiwan,Guangxi,313963
Taiwan,Guizhou,125618
Taiwan,Hainan,241750
Taiwan,Hebei,92513
Taiwan,Heilongjiang,125131
Taiwan,Henan,227925
Taiwan,Hong Kong,7629789
Taiwan,Hubei,272786
Taiwan,Hunan,328558
Taiwan,Inner Mongolia,67990
Taiwan,Jiangsu,1015162
Taiwan,Jiangxi,542595
Taiwan,Jilin,100110
Taiwan,Liaoning,279034
Taiwan,Macau,1894605
Taiwan,Ningxia,38733
Taiwan,Qinghai,10016
Taiwan,Shaanxi,188556
Taiwan,Shandong,426175
Taiwan,Shanghai,3739844
Taiwan,Shanxi,110566
Taiwan,Sichuan,400316
Taiwan,Taiwan,12175617
Taiwan,Tianjin,170076
Taiwan,Tibet,8141
Taiwan,Xinjiang,46950
Taiwan,Yunnan,244966
Taiwan,Zhejiang,907093
Tianjin,Anhui,199424
Tianjin,Beijing,11714
Tianjin,Chongqing,1893361
Tianjin,Fujian,1613133
Tianjin,Gansu,1037318
Tianjin,Guangdong,4199772
Tianjin,Guangxi,1199246
Tianjin,Guizhou,1015516
Tianjin,Hainan,2146796
Tianjin,Hebei,30079
Tianjin,Heilongjiang,1496664
Tianjin,Henan,175970
Tianjin,Hong Kong,194071
Tianjin,Hubei,1146708
Tianjin,Hunan,1716826
Tianjin,Inner Mongolia,1466332
Tianjin,Jiangsu,601266
Tianjin,Jiangxi,1317916
Tianjin,Jilin,996003
Tianjin,Liaoning,957020
Tianjin,Macau,94864
Tianjin,Ningxia,458973
Tianjin,Qinghai,360423
Tianjin,Shaanxi,1723043
Tianjin,Shandong,604402
Tianjin,Shanghai,2915868
Tianjin,Shanxi,707063
Tianjin,Sichuan,2015297
Tianjin,Taiwan,181468
Tianjin,Tibet,13017
Tianjin,Xinjiang,792376
Tianjin,Yunnan,1667321
Tianjin,Zhejiang,2209536
Tibet,Anhui,168912
Tibet,Beijing,475072
Tibet,Chongqing,2167570
Tibet,Fujian,36575
Tibet,Gansu,237589
Tibet,Guangdong,307850
Tibet,Guangxi,58349
Tibet,Guizhou,149749
Tibet,Hainan,27845
Tibet,Hebei,39181
Tibet,Heilongjiang,15768
Tibet,Henan,348566
Tibet,Hong Kong,8390
Tibet,Hubei,147815
Tibet,Hunan,206225
Tibet,Inner Mongolia,47336
Tibet,Jiangsu,179153
Tibet,Jiangxi,86618
Tibet,Jilin,2855
Tibet,Liaoning,27743
Tibet,Macau,1762
Tibet,Ningxia,44295
Tibet,Qinghai,686713
Tibet,Shaanxi,1972969
Tibet,Shandong,103485
Tibet,Shanghai,180624
Tibet,Shanxi,43765
Tibet,Sichuan,4224721
Tibet,Taiwan,3067
Tibet,Tianjin,42269
Tibet,Tibet,709879
Tibet,Xinjiang,62832
Tibet,Yunnan,529293
Tibet,Zhejiang,212993
Xinjiang,Anhui,413568
Xinjiang,Beijing,4023320
Xinjiang,Chongqing,2126158
Xinjiang,Fujian,319921
Xinjiang,Gansu,2519883
Xinjiang,Guangdong,1992931
Xinjiang,Guangxi,204029
Xinjiang,Guizhou,487641
Xinjiang,Hainan,600644
Xinjiang,Hebei,506650
Xinjiang,Heilongjiang,98341
Xinjiang,Henan,4423002
Xinjiang,Hong Kong,23113
Xinjiang,Hubei,1124761
Xinjiang,Hunan,1069519
Xinjiang,Inner Mongolia,326817
Xinjiang,Jiangsu,1436209
Xinjiang,Jiangxi,404536
Xinjiang,Jilin,147919
Xinjiang,Liaoning,434956
Xinjiang,Macau,2211
Xinjiang,Ningxia,940718
Xinjiang,Qinghai,557430
Xinjiang,Shaanxi,5410811
Xinjiang,Shandong,1461594
Xinjiang,Shanghai,2393098
Xinjiang,Shanxi,619757
Xinjiang,Sichuan,2976407
Xinjiang,Taiwan,44159
Xinjiang,Tianjin,809824
Xinjiang,Tibet,57176
Xinjiang,Xinjiang,30616823
Xinjiang,Yunnan,423517
Xinjiang,Zhejiang,1553223
Yunnan,Anhui,1853621
Yunnan,Beijing,6210169
Yunnan,Chongqing,5141503
Yunnan,Fujian,2933262
Yunnan,Gansu,1044005
Yunnan,Guangdong,9594005
Yunnan,Guangxi,1513957
Yunnan,Guizhou,2230382
Yunnan,Hainan,2040568
Yunnan,Hebei,1113729
Yunnan,Heilongjiang,826791
Yunnan,Henan,4276051
Yunnan,Hong Kong,182157
Yunnan,Hubei,3566670
Yunnan,Hunan,4253775
Yunnan,Inner Mongolia,639813
Yunnan,Jiangsu,6453520
Yunnan,Jiangxi,3482339
Yunnan,Jilin,431870
Yunnan,Liaoning,1367537
Yunnan,Macau,31499
Yunnan,Ningxia,621609
Yunnan,Qinghai,334382
Yunnan,Shaanxi,3782246
Yunnan,Shandong,3664281
Yunnan,Shanghai,6531413
Yunnan,Shanxi,1723954
Yunnan,Sichuan,7476031
Yunnan,Taiwan,239238
Yunnan,Tianjin,1671637
Yunnan,Tibet,538952
Yunnan,Xinjiang,443133
Yunnan,Yunnan,35017507
Yunnan,Zhejiang,6972463
Zhejiang,Anhui,426361
Zhejiang,Beijing,10616787
Zhejiang,Chongqing,7385109
Zhejiang,Fujian,3441425
Zhejiang,Gansu,1853068
Zhejiang,Guangdong,19576641
Zhejiang,Guangxi,4030077
Zhejiang,Guizhou,8328755
Zhejiang,Hainan,4460344
Zhejiang,Hebei,1832279
Zhejiang,Heilongjiang,2662514
Zhejiang,Henan,4350936
Zhejiang,Hong Kong,1021053
Zhejiang,Hubei,4132779
Zhejiang,Hunan,3327624
Zhejiang,Inner Mongolia,1781738
Zhejiang,Jiangsu,923399
Zhejiang,Jiangxi,1265396
Zhejiang,Jilin,2224789
Zhejiang,Liaoning,4765479
Zhejiang,Macau,880129
Zhejiang,Ningxia,943425
Zhejiang,Qinghai,749503
Zhejiang,Shaanxi,5994521
Zhejiang,Shandong,6437537
Zhejiang,Shanghai,609752
Zhejiang,Shanxi,2974939
Zhejiang,Sichuan,6951391
Zhejiang,Taiwan,914957
Zhejiang,Tianjin,2190512
Zhejiang,Tibet,119229
Zhejiang,Xinjiang,1623827
Zhejiang,Yunnan,6851006
Zhejiang,Zhejiang,195457
