Dep State Name,Arr State Name,Total Est. Pax,Time Series
Hawaii,District Of Columbia,13330,2020-02
Hawaii,Florida,22401,2020-02
Hawaii,Georgia,10887,2020-02
Hawaii,Hawaii,1181529,2020-02
Hawaii,Idaho,8719,2020-02
Hawaii,Illinois,30609,2020-02
Hawaii,Indiana,4992,2020-02
Hawaii,Iowa,4237,2020-02
Hawaii,Kansas,1121,2020-02
Hawaii,Kentucky,2017,2020-02
Hawaii,Louisiana,4265,2020-02
Hawaii,Maine,502,2020-02
Hawaii,Maryland,7116,2020-02
Hawaii,Massachusetts,16983,2020-02
Hawaii,Michigan,11868,2020-02
Hawaii,Minnesota,28460,2020-02
Hawaii,Mississippi,635,2020-02
Hawaii,Missouri,15593,2020-02
Hawaii,Montana,6088,2020-02
Hawaii,Nebraska,5840,2020-02
Hawaii,Nevada,57161,2020-02
Hawaii,New Hampshire,127,2020-02
Hawaii,New Mexico,3813,2020-02
Hawaii,New York,38626,2020-02
Hawaii,North Carolina,7233,2020-02
Hawaii,North Dakota,2908,2020-02
Hawaii,Ohio,9466,2020-02
Hawaii,Oklahoma,3134,2020-02
Hawaii,Oregon,70276,2020-02
Hawaii,Pennsylvania,11165,2020-02
Hawaii,Rhode Island,676,2020-02
Hawaii,South Carolina,2612,2020-02
Hawaii,South Dakota,2225,2020-02
Hawaii,Tennessee,6651,2020-02
Hawaii,Texas,38634,2020-02
Hawaii,Utah,29480,2020-02
Hawaii,Vermont,258,2020-02
Hawaii,Virginia,4142,2020-02
Hawaii,Washington,121834,2020-02
Hawaii,West Virginia,271,2020-02
Hawaii,Wisconsin,6085,2020-02
Hawaii,Wyoming,582,2020-02
Idaho,Alabama,1052,2020-02
Idaho,Alaska,2448,2020-02
Idaho,Arizona,20440,2020-02
Idaho,Arkansas,725,2020-02
Idaho,California,80438,2020-02
Idaho,Colorado,14407,2020-02
Idaho,Connecticut,424,2020-02
Idaho,District Of Columbia,4177,2020-02
Idaho,Florida,11797,2020-02
Idaho,Georgia,3866,2020-02
Idaho,Hawaii,11644,2020-02
Idaho,Idaho,1448,2020-02
Idaho,Illinois,5375,2020-02
Idaho,Indiana,1586,2020-02
Idaho,Iowa,1061,2020-02
Idaho,Kansas,796,2020-02
Idaho,Kentucky,655,2020-02
Idaho,Louisiana,1853,2020-02
Idaho,Maine,172,2020-02
Idaho,Maryland,1725,2020-02
Idaho,Massachusetts,2117,2020-02
Idaho,Michigan,2877,2020-02
Idaho,Minnesota,4873,2020-02
Idaho,Mississippi,256,2020-02
Idaho,Missouri,5299,2020-02
Idaho,Montana,8698,2020-02
Idaho,Nebraska,1595,2020-02
Idaho,Nevada,24156,2020-02
Idaho,New Hampshire,50,2020-02
Idaho,New Mexico,1873,2020-02
Idaho,New York,6485,2020-02
Idaho,North Carolina,2420,2020-02
Idaho,North Dakota,1161,2020-02
Idaho,Ohio,3241,2020-02
Idaho,Oklahoma,2045,2020-02
Idaho,Oregon,26567,2020-02
Idaho,Pennsylvania,3077,2020-02
Idaho,Rhode Island,176,2020-02
Idaho,South Carolina,817,2020-02
Idaho,South Dakota,1169,2020-02
Idaho,Tennessee,3130,2020-02
Idaho,Texas,16216,2020-02
Idaho,Utah,16515,2020-02
Idaho,Vermont,146,2020-02
Idaho,Virginia,1044,2020-02
Idaho,Washington,59251,2020-02
Idaho,West Virginia,69,2020-02
Idaho,Wisconsin,1858,2020-02
Idaho,Wyoming,1457,2020-02
Illinois,Alabama,17092,2020-02
Illinois,Alaska,3002,2020-02
Illinois,Arizona,153625,2020-02
Illinois,Arkansas,20905,2020-02
Illinois,California,409679,2020-02
Illinois,Colorado,136259,2020-02
Illinois,Connecticut,21319,2020-02
Illinois,District Of Columbia,109042,2020-02
Illinois,Florida,663622,2020-02
Illinois,Georgia,126358,2020-02
Illinois,Hawaii,26220,2020-02
Illinois,Idaho,5558,2020-02
Illinois,Illinois,36587,2020-02
Illinois,Indiana,28027,2020-02
Illinois,Iowa,30656,2020-02
Illinois,Kansas,7863,2020-02
Illinois,Kentucky,31472,2020-02
Illinois,Louisiana,46292,2020-02
Illinois,Maine,2898,2020-02
Illinois,Maryland,49548,2020-02
Illinois,Massachusetts,93942,2020-02
Illinois,Michigan,111566,2020-02
Illinois,Minnesota,117888,2020-02
Illinois,Mississippi,5672,2020-02
Illinois,Missouri,117390,2020-02
Illinois,Montana,7508,2020-02
Illinois,Nebraska,27796,2020-02
Illinois,Nevada,137192,2020-02
Illinois,New Hampshire,6822,2020-02
Illinois,New Jersey,106,2020-02
Illinois,New Mexico,12118,2020-02
Illinois,New York,333578,2020-02
Illinois,North Carolina,99404,2020-02
Illinois,North Dakota,6140,2020-02
Illinois,Ohio,130818,2020-02
Illinois,Oklahoma,17214,2020-02
Illinois,Oregon,29080,2020-02
Illinois,Pennsylvania,128400,2020-02
Illinois,Rhode Island,13251,2020-02
Illinois,South Carolina,24193,2020-02
Illinois,South Dakota,5198,2020-02
Illinois,Tennessee,74069,2020-02
Illinois,Texas,319484,2020-02
Illinois,Utah,37288,2020-02
Illinois,Vermont,3098,2020-02
Illinois,Virginia,33324,2020-02
Illinois,Washington,63892,2020-02
Illinois,West Virginia,5189,2020-02
Illinois,Wisconsin,29309,2020-02
Illinois,Wyoming,3801,2020-02
Indiana,Alabama,3902,2020-02
Indiana,Alaska,759,2020-02
Indiana,Arizona,31851,2020-02
Indiana,Arkansas,3732,2020-02
Indiana,California,60679,2020-02
Indiana,Colorado,26379,2020-02
Indiana,Connecticut,3876,2020-02
Indiana,District Of Columbia,23989,2020-02
Indiana,Florida,241118,2020-02
Indiana,Georgia,33956,2020-02
Indiana,Hawaii,6107,2020-02
Indiana,Idaho,1403,2020-02
Indiana,Illinois,26003,2020-02
Indiana,Indiana,1398,2020-02
Indiana,Iowa,3697,2020-02
Indiana,Kansas,1631,2020-02
Indiana,Kentucky,710,2020-02
Indiana,Louisiana,8733,2020-02
Indiana,Maine,1707,2020-02
Indiana,Maryland,13790,2020-02
Indiana,Massachusetts,14120,2020-02
Indiana,Michigan,21446,2020-02
Indiana,Minnesota,16465,2020-02
Indiana,Mississippi,2308,2020-02
Indiana,Missouri,19896,2020-02
Indiana,Montana,1934,2020-02
Indiana,Nebraska,3174,2020-02
Indiana,Nevada,37554,2020-02
Indiana,New Hampshire,1401,2020-02
Indiana,New Jersey,23,2020-02
Indiana,New Mexico,2459,2020-02
Indiana,New York,52814,2020-02
Indiana,North Carolina,24892,2020-02
Indiana,North Dakota,1142,2020-02
Indiana,Ohio,5036,2020-02
Indiana,Oklahoma,4254,2020-02
Indiana,Oregon,6290,2020-02
Indiana,Pennsylvania,22270,2020-02
Indiana,Rhode Island,2389,2020-02
Indiana,South Carolina,8764,2020-02
Indiana,South Dakota,1272,2020-02
Indiana,Tennessee,8282,2020-02
Indiana,Texas,56304,2020-02
Indiana,Utah,6132,2020-02
Indiana,Vermont,709,2020-02
Indiana,Virginia,9384,2020-02
Indiana,Washington,12402,2020-02
Indiana,West Virginia,617,2020-02
Indiana,Wisconsin,8756,2020-02
Indiana,Wyoming,697,2020-02
Iowa,Alabama,1604,2020-02
Iowa,Alaska,356,2020-02
Iowa,Arizona,30087,2020-02
Iowa,Arkansas,1793,2020-02
Iowa,California,28056,2020-02
Iowa,Colorado,19230,2020-02
Iowa,Connecticut,1648,2020-02
Iowa,District Of Columbia,11263,2020-02
Iowa,Florida,61339,2020-02
Iowa,Georgia,7844,2020-02
Iowa,Hawaii,4062,2020-02
Iowa,Idaho,1080,2020-02
Iowa,Illinois,29694,2020-02
Iowa,Indiana,3797,2020-02
Iowa,Iowa,2075,2020-02
Iowa,Kansas,1482,2020-02
Iowa,Kentucky,2441,2020-02
Iowa,Louisiana,3198,2020-02
Iowa,Maine,388,2020-02
Iowa,Maryland,2281,2020-02
Iowa,Massachusetts,3855,2020-02
Iowa,Michigan,7442,2020-02
Iowa,Minnesota,17019,2020-02
Iowa,Mississippi,1103,2020-02
Iowa,Missouri,17423,2020-02
Iowa,Montana,1491,2020-02
Iowa,Nebraska,639,2020-02
Iowa,Nevada,14504,2020-02
Iowa,New Hampshire,660,2020-02
Iowa,New Mexico,1092,2020-02
Iowa,New York,13655,2020-02
Iowa,North Carolina,9779,2020-02
Iowa,North Dakota,1225,2020-02
Iowa,Ohio,8050,2020-02
Iowa,Oklahoma,2234,2020-02
Iowa,Oregon,3245,2020-02
Iowa,Pennsylvania,8239,2020-02
Iowa,Rhode Island,600,2020-02
Iowa,South Carolina,3015,2020-02
Iowa,South Dakota,745,2020-02
Iowa,Tennessee,8338,2020-02
Iowa,Texas,26088,2020-02
Iowa,Utah,3058,2020-02
Iowa,Vermont,379,2020-02
Iowa,Virginia,2643,2020-02
Iowa,Washington,4733,2020-02
Iowa,West Virginia,288,2020-02
Iowa,Wisconsin,5115,2020-02
Iowa,Wyoming,661,2020-02
Kansas,Alabama,1222,2020-02
Kansas,Alaska,204,2020-02
Kansas,Arizona,9325,2020-02
Kansas,Arkansas,571,2020-02
Kansas,California,14782,2020-02
Kansas,Colorado,16756,2020-02
Kansas,Connecticut,493,2020-02
Kansas,District Of Columbia,3394,2020-02
Kansas,Florida,14608,2020-02
Kansas,Georgia,5675,2020-02
Kansas,Hawaii,1122,2020-02
Kansas,Idaho,795,2020-02
Kansas,Illinois,8193,2020-02
Kansas,Indiana,1627,2020-02
Kansas,Iowa,1475,2020-02
Kansas,Kansas,2726,2020-02
Kansas,Kentucky,738,2020-02
Kansas,Louisiana,2127,2020-02
Kansas,Maine,122,2020-02
Kansas,Maryland,1101,2020-02
Kansas,Massachusetts,1667,2020-02
Kansas,Michigan,2259,2020-02
Kansas,Minnesota,3023,2020-02
Kansas,Mississippi,543,2020-02
Kansas,Missouri,9752,2020-02
Kansas,Montana,616,2020-02
Kansas,Nebraska,289,2020-02
Kansas,Nevada,8024,2020-02
Kansas,New Hampshire,80,2020-02
Kansas,New Jersey,10,2020-02
Kansas,New Mexico,752,2020-02
Kansas,New York,4602,2020-02
Kansas,North Carolina,3060,2020-02
Kansas,North Dakota,512,2020-02
Kansas,Ohio,2800,2020-02
Kansas,Oklahoma,563,2020-02
Kansas,Oregon,1601,2020-02
Kansas,Pennsylvania,2811,2020-02
Kansas,Rhode Island,190,2020-02
Kansas,South Carolina,1177,2020-02
Kansas,South Dakota,368,2020-02
Kansas,Tennessee,2819,2020-02
Kansas,Texas,22837,2020-02
Kansas,Utah,2201,2020-02
Kansas,Vermont,99,2020-02
Kansas,Virginia,1191,2020-02
Kansas,Washington,4850,2020-02
Kansas,West Virginia,79,2020-02
Kansas,Wisconsin,1732,2020-02
Kansas,Wyoming,353,2020-02
Kentucky,Alabama,3309,2020-02
Kentucky,Alaska,462,2020-02
Kentucky,Arizona,9270,2020-02
Kentucky,Arkansas,2792,2020-02
Kentucky,California,24126,2020-02
Kentucky,Colorado,9565,2020-02
Kentucky,Connecticut,2105,2020-02
Kentucky,District Of Columbia,16638,2020-02
Kentucky,Florida,84378,2020-02
Kentucky,Georgia,20890,2020-02
Kentucky,Hawaii,2131,2020-02
Kentucky,Idaho,526,2020-02
Kentucky,Illinois,31783,2020-02
Kentucky,Indiana,683,2020-02
Kentucky,Iowa,2443,2020-02
Kentucky,Kansas,782,2020-02
Kentucky,Kentucky,17,2020-02
Kentucky,Louisiana,6348,2020-02
Kentucky,Maine,981,2020-02
Kentucky,Maryland,11762,2020-02
Kentucky,Massachusetts,4886,2020-02
Kentucky,Michigan,14327,2020-02
Kentucky,Minnesota,5657,2020-02
Kentucky,Mississippi,2074,2020-02
Kentucky,Missouri,9289,2020-02
Kentucky,Montana,856,2020-02
Kentucky,Nebraska,1568,2020-02
Kentucky,Nevada,9355,2020-02
Kentucky,New Hampshire,866,2020-02
Kentucky,New Jersey,3,2020-02
Kentucky,New Mexico,1362,2020-02
Kentucky,New York,28500,2020-02
Kentucky,North Carolina,15270,2020-02
Kentucky,North Dakota,607,2020-02
Kentucky,Ohio,4047,2020-02
Kentucky,Oklahoma,3262,2020-02
Kentucky,Oregon,2256,2020-02
Kentucky,Pennsylvania,13569,2020-02
Kentucky,Rhode Island,1456,2020-02
Kentucky,South Carolina,5906,2020-02
Kentucky,South Dakota,659,2020-02
Kentucky,Tennessee,4938,2020-02
Kentucky,Texas,34363,2020-02
Kentucky,Utah,3304,2020-02
Kentucky,Vermont,460,2020-02
Kentucky,Virginia,5549,2020-02
Kentucky,Washington,4185,2020-02
Kentucky,West Virginia,90,2020-02
Kentucky,Wisconsin,4398,2020-02
Kentucky,Wyoming,353,2020-02
Louisiana,Alabama,6532,2020-02
Louisiana,Alaska,1559,2020-02
Louisiana,Arizona,21606,2020-02
Louisiana,Arkansas,5660,2020-02
Louisiana,California,106627,2020-02
Louisiana,Colorado,50939,2020-02
Louisiana,Connecticut,5216,2020-02
Louisiana,District Of Columbia,38054,2020-02
Louisiana,Florida,133912,2020-02
Louisiana,Georgia,54425,2020-02
Louisiana,Hawaii,4275,2020-02
Louisiana,Idaho,2382,2020-02
Louisiana,Illinois,47080,2020-02
Louisiana,Indiana,9099,2020-02
Louisiana,Iowa,3206,2020-02
Louisiana,Kansas,2224,2020-02
Louisiana,Kentucky,6504,2020-02
Louisiana,Louisiana,2418,2020-02
Louisiana,Maine,2261,2020-02
Louisiana,Maryland,24754,2020-02
Louisiana,Massachusetts,24535,2020-02
Louisiana,Michigan,31259,2020-02
Louisiana,Minnesota,18463,2020-02
Louisiana,Mississippi,809,2020-02
Louisiana,Missouri,26598,2020-02
Louisiana,Montana,3299,2020-02
Louisiana,Nebraska,3736,2020-02
Louisiana,Nevada,30456,2020-02
Louisiana,New Hampshire,1370,2020-02
Louisiana,New Jersey,14,2020-02
Louisiana,New Mexico,4647,2020-02
Louisiana,New York,103668,2020-02
Louisiana,North Carolina,37905,2020-02
Louisiana,North Dakota,2053,2020-02
Louisiana,Ohio,25578,2020-02
Louisiana,Oklahoma,8013,2020-02
Louisiana,Oregon,8198,2020-02
Louisiana,Pennsylvania,34101,2020-02
Louisiana,Rhode Island,3201,2020-02
Louisiana,South Carolina,9810,2020-02
Louisiana,South Dakota,1036,2020-02
Louisiana,Tennessee,34992,2020-02
Louisiana,Texas,198238,2020-02
Louisiana,Utah,10425,2020-02
Louisiana,Vermont,901,2020-02
Louisiana,Virginia,13803,2020-02
Louisiana,Washington,22208,2020-02
Louisiana,West Virginia,1523,2020-02
Louisiana,Wisconsin,9264,2020-02
Louisiana,Wyoming,1592,2020-02
Maine,Alabama,856,2020-02
Maine,Alaska,113,2020-02
Maine,Arizona,3421,2020-02
Maine,Arkansas,575,2020-02
Maine,California,8161,2020-02
Maine,Colorado,2380,2020-02
Maine,Connecticut,3621,2020-02
Maine,Delaware,594,2020-02
Maine,District Of Columbia,9369,2020-02
Maine,Florida,58442,2020-02
Maine,Georgia,4762,2020-02
Maine,Hawaii,475,2020-02
Maine,Idaho,284,2020-02
Maine,Illinois,3177,2020-02
Maine,Indiana,1469,2020-02
Maine,Iowa,418,2020-02
Maine,Kansas,134,2020-02
Maine,Kentucky,954,2020-02
Maine,Louisiana,2208,2020-02
Maine,Maine,1035,2020-02
Maine,Maryland,7407,2020-02
Maine,Massachusetts,16091,2020-02
Maine,Michigan,2625,2020-02
Maine,Minnesota,1563,2020-02
Maine,Mississippi,323,2020-02
Maine,Missouri,2080,2020-02
Maine,Montana,330,2020-02
Maine,Nebraska,327,2020-02
Maine,Nevada,2898,2020-02
Maine,New Hampshire,260,2020-02
Maine,New Jersey,2493,2020-02
Maine,New Mexico,354,2020-02
Maine,New York,37797,2020-02
Maine,North Carolina,7272,2020-02
Maine,North Dakota,133,2020-02
Maine,Ohio,3727,2020-02
Maine,Oklahoma,631,2020-02
Maine,Oregon,949,2020-02
Maine,Pennsylvania,8838,2020-02
Maine,Rhode Island,2310,2020-02
Maine,South Carolina,3443,2020-02
Maine,South Dakota,58,2020-02
Maine,Tennessee,3884,2020-02
Maine,Texas,6584,2020-02
Maine,Utah,1036,2020-02
Maine,Vermont,1610,2020-02
Maine,Virginia,3204,2020-02
Maine,Washington,1256,2020-02
Maine,West Virginia,222,2020-02
Maine,Wisconsin,1541,2020-02
Maine,Wyoming,181,2020-02
Maryland,Alabama,11027,2020-02
Maryland,Alaska,946,2020-02
Maryland,Arizona,32357,2020-02
Maryland,Arkansas,4171,2020-02
Maryland,California,97439,2020-02
Maryland,Colorado,41837,2020-02
Maryland,Connecticut,21846,2020-02
Maryland,Delaware,575,2020-02
Maryland,District Of Columbia,3614,2020-02
Maryland,Florida,327121,2020-02
Maryland,Georgia,65623,2020-02
Maryland,Hawaii,7590,2020-02
Maryland,Idaho,1580,2020-02
Maryland,Illinois,48850,2020-02
Maryland,Indiana,14106,2020-02
Maryland,Iowa,2106,2020-02
Maryland,Kansas,974,2020-02
Maryland,Kentucky,10531,2020-02
Maryland,Louisiana,26017,2020-02
Maryland,Maine,8450,2020-02
Maryland,Maryland,90,2020-02
Maryland,Massachusetts,58953,2020-02
Maryland,Michigan,30654,2020-02
Maryland,Minnesota,16492,2020-02
Maryland,Mississippi,2504,2020-02
Maryland,Missouri,27911,2020-02
Maryland,Montana,2162,2020-02
Maryland,Nebraska,2459,2020-02
Maryland,Nevada,39804,2020-02
Maryland,New Hampshire,21479,2020-02
Maryland,New Jersey,4472,2020-02
Maryland,New Mexico,8005,2020-02
Maryland,New York,70382,2020-02
Maryland,North Carolina,62486,2020-02
Maryland,North Dakota,704,2020-02
Maryland,Ohio,36972,2020-02
Maryland,Oklahoma,6434,2020-02
Maryland,Oregon,6124,2020-02
Maryland,Pennsylvania,13277,2020-02
Maryland,Rhode Island,24339,2020-02
Maryland,South Carolina,16100,2020-02
Maryland,South Dakota,634,2020-02
Maryland,Tennessee,42223,2020-02
Maryland,Texas,122083,2020-02
Maryland,Utah,13317,2020-02
Maryland,Vermont,1739,2020-02
Maryland,Virginia,13659,2020-02
Maryland,Washington,12248,2020-02
Maryland,West Virginia,2344,2020-02
Maryland,Wisconsin,10570,2020-02
Maryland,Wyoming,1108,2020-02
Massachusetts,Alabama,5133,2020-02
Massachusetts,Alaska,2013,2020-02
Massachusetts,Arizona,41859,2020-02
Massachusetts,Arkansas,3380,2020-02
Massachusetts,California,250543,2020-02
Massachusetts,Colorado,59557,2020-02
Massachusetts,Connecticut,8330,2020-02
Massachusetts,Delaware,1835,2020-02
Massachusetts,District Of Columbia,129000,2020-02
Massachusetts,Florida,553814,2020-02
Massachusetts,Georgia,85531,2020-02
Massachusetts,Hawaii,16676,2020-02
Massachusetts,Idaho,2151,2020-02
Massachusetts,Illinois,94771,2020-02
Massachusetts,Indiana,14039,2020-02
Massachusetts,Iowa,3427,2020-02
Massachusetts,Kansas,1400,2020-02
Massachusetts,Kentucky,5009,2020-02
Massachusetts,Louisiana,24476,2020-02
Massachusetts,Maine,16271,2020-02
Massachusetts,Maryland,60782,2020-02
Massachusetts,Massachusetts,45014,2020-02
Massachusetts,Michigan,34034,2020-02
Massachusetts,Minnesota,37416,2020-02
Massachusetts,Mississippi,1420,2020-02
Massachusetts,Missouri,30474,2020-02
Massachusetts,Montana,4573,2020-02
Massachusetts,Nebraska,2966,2020-02
Massachusetts,Nevada,49559,2020-02
Massachusetts,New Hampshire,6153,2020-02
Massachusetts,New Jersey,19540,2020-02
Massachusetts,New Mexico,3529,2020-02
Massachusetts,New York,256127,2020-02
Massachusetts,North Carolina,88419,2020-02
Massachusetts,North Dakota,1002,2020-02
Massachusetts,Ohio,50290,2020-02
Massachusetts,Oklahoma,3796,2020-02
Massachusetts,Oregon,12852,2020-02
Massachusetts,Pennsylvania,121454,2020-02
Massachusetts,Rhode Island,6473,2020-02
Massachusetts,South Carolina,26269,2020-02
Massachusetts,South Dakota,826,2020-02
Massachusetts,Tennessee,38663,2020-02
Massachusetts,Texas,109824,2020-02
Massachusetts,Utah,26614,2020-02
Massachusetts,Vermont,7332,2020-02
Massachusetts,Virginia,33386,2020-02
Massachusetts,Washington,35177,2020-02
Massachusetts,West Virginia,1098,2020-02
Massachusetts,Wisconsin,14194,2020-02
Massachusetts,Wyoming,3308,2020-02
Michigan,Alabama,10459,2020-02
Michigan,Alaska,1588,2020-02
Michigan,Arizona,73666,2020-02
Michigan,Arkansas,5633,2020-02
Michigan,California,132774,2020-02
Michigan,Colorado,50242,2020-02
Michigan,Connecticut,9564,2020-02
Michigan,Delaware,158,2020-02
Michigan,District Of Columbia,51964,2020-02
Michigan,Florida,547809,2020-02
Michigan,Georgia,70752,2020-02
Michigan,Hawaii,13665,2020-02
Michigan,Idaho,2850,2020-02
Michigan,Illinois,109258,2020-02
Michigan,Indiana,20329,2020-02
Michigan,Iowa,8072,2020-02
Michigan,Kansas,2291,2020-02
Michigan,Kentucky,14126,2020-02
Michigan,Louisiana,32210,2020-02
Michigan,Maine,2671,2020-02
Michigan,Maryland,30824,2020-02
Michigan,Massachusetts,35181,2020-02
Michigan,Michigan,49369,2020-02
Michigan,Minnesota,44391,2020-02
Michigan,Mississippi,2973,2020-02
Michigan,Missouri,42086,2020-02
Michigan,Montana,4591,2020-02
Michigan,Nebraska,5486,2020-02
Michigan,Nevada,84346,2020-02
Michigan,New Hampshire,2693,2020-02
Michigan,New Jersey,379,2020-02
Michigan,New Mexico,3735,2020-02
Michigan,New York,136993,2020-02
Michigan,North Carolina,48282,2020-02
Michigan,North Dakota,2406,2020-02
Michigan,Ohio,26459,2020-02
Michigan,Oklahoma,6525,2020-02
Michigan,Oregon,8705,2020-02
Michigan,Pennsylvania,51560,2020-02
Michigan,Rhode Island,4182,2020-02
Michigan,South Carolina,22919,2020-02
Michigan,South Dakota,1842,2020-02
Michigan,Tennessee,46237,2020-02
Michigan,Texas,126969,2020-02
Michigan,Utah,15603,2020-02
Michigan,Vermont,1792,2020-02
Michigan,Virginia,16130,2020-02
Michigan,Washington,21594,2020-02
Michigan,West Virginia,5456,2020-02
Michigan,Wisconsin,34198,2020-02
Michigan,Wyoming,1561,2020-02
Minnesota,Alabama,4334,2020-02
Minnesota,Alaska,2934,2020-02
Minnesota,Arizona,126508,2020-02
Minnesota,Arkansas,5669,2020-02
Minnesota,California,176540,2020-02
Minnesota,Colorado,71650,2020-02
Minnesota,Connecticut,6250,2020-02
Minnesota,District Of Columbia,33259,2020-02
Minnesota,Florida,340646,2020-02
Minnesota,Georgia,44557,2020-02
Minnesota,Hawaii,27813,2020-02
Minnesota,Idaho,4806,2020-02
Minnesota,Illinois,119582,2020-02
Minnesota,Indiana,17070,2020-02
Minnesota,Iowa,17618,2020-02
Minnesota,Kansas,3001,2020-02
Minnesota,Kentucky,5388,2020-02
Minnesota,Louisiana,19478,2020-02
Minnesota,Maine,1421,2020-02
Minnesota,Maryland,17172,2020-02
Minnesota,Massachusetts,39093,2020-02
Minnesota,Michigan,44444,2020-02
Minnesota,Minnesota,29016,2020-02
Minnesota,Mississippi,1610,2020-02
Minnesota,Missouri,37786,2020-02
Minnesota,Montana,12763,2020-02
Minnesota,Nebraska,12536,2020-02
Minnesota,Nevada,78689,2020-02
Minnesota,New Hampshire,1005,2020-02
Minnesota,New Jersey,4,2020-02
Minnesota,New Mexico,5367,2020-02
Minnesota,New York,79854,2020-02
Minnesota,North Carolina,31139,2020-02
Minnesota,North Dakota,15241,2020-02
Minnesota,Ohio,30997,2020-02
Minnesota,Oklahoma,6013,2020-02
Minnesota,Oregon,17843,2020-02
Minnesota,Pennsylvania,28663,2020-02
Minnesota,Rhode Island,1837,2020-02
Minnesota,South Carolina,8175,2020-02
Minnesota,South Dakota,8570,2020-02
Minnesota,Tennessee,30018,2020-02
Minnesota,Texas,105511,2020-02
Minnesota,Utah,15196,2020-02
Minnesota,Vermont,1026,2020-02
Minnesota,Virginia,7663,2020-02
Minnesota,Washington,31032,2020-02
Minnesota,West Virginia,577,2020-02
Minnesota,Wisconsin,35912,2020-02
Minnesota,Wyoming,1716,2020-02
Mississippi,Alabama,1758,2020-02
Mississippi,Alaska,279,2020-02
Mississippi,Arizona,2819,2020-02
Mississippi,Arkansas,1147,2020-02
Mississippi,California,10538,2020-02
Mississippi,Colorado,4281,2020-02
Mississippi,Connecticut,790,2020-02
Mississippi,District Of Columbia,6476,2020-02
Mississippi,Florida,16402,2020-02
Mississippi,Georgia,16161,2020-02
Mississippi,Hawaii,802,2020-02
Mississippi,Idaho,193,2020-02
Mississippi,Illinois,5301,2020-02
Mississippi,Indiana,2138,2020-02
Mississippi,Iowa,1117,2020-02
Mississippi,Kansas,579,2020-02
Mississippi,Kentucky,2095,2020-02
Mississippi,Louisiana,876,2020-02
Mississippi,Maine,321,2020-02
Mississippi,Maryland,2499,2020-02
Mississippi,Massachusetts,1616,2020-02
Mississippi,Michigan,2808,2020-02
Mississippi,Minnesota,1699,2020-02
Mississippi,Mississippi,9,2020-02
Mississippi,Missouri,6720,2020-02
Mississippi,Montana,263,2020-02
Mississippi,Nebraska,729,2020-02
Mississippi,Nevada,3186,2020-02
Mississippi,New Hampshire,269,2020-02
Mississippi,New Jersey,0,2020-02
Mississippi,New Mexico,752,2020-02
Mississippi,New York,6254,2020-02
Mississippi,North Carolina,7467,2020-02
Mississippi,North Dakota,282,2020-02
Mississippi,Ohio,3578,2020-02
Mississippi,Oklahoma,1929,2020-02
Mississippi,Oregon,1130,2020-02
Mississippi,Pennsylvania,4538,2020-02
Mississippi,Rhode Island,635,2020-02
Mississippi,South Carolina,2713,2020-02
Mississippi,South Dakota,169,2020-02
Mississippi,Tennessee,7200,2020-02
Mississippi,Texas,23995,2020-02
Mississippi,Utah,1269,2020-02
Mississippi,Vermont,109,2020-02
Mississippi,Virginia,3515,2020-02
Mississippi,Washington,1728,2020-02
Mississippi,West Virginia,317,2020-02
Mississippi,Wisconsin,1718,2020-02
Mississippi,Wyoming,287,2020-02
Missouri,Alabama,10551,2020-02
Missouri,Alaska,2235,2020-02
Missouri,Arizona,68606,2020-02
Missouri,Arkansas,11044,2020-02
Missouri,California,164376,2020-02
Missouri,Colorado,78852,2020-02
Missouri,Connecticut,8423,2020-02
Missouri,District Of Columbia,57460,2020-02
Missouri,Florida,246499,2020-02
Missouri,Georgia,56454,2020-02
Missouri,Hawaii,15797,2020-02
Missouri,Idaho,4717,2020-02
Missouri,Illinois,118232,2020-02
Missouri,Indiana,19151,2020-02
Missouri,Iowa,17443,2020-02
Missouri,Kansas,9831,2020-02
Missouri,Kentucky,9629,2020-02
Missouri,Louisiana,23619,2020-02
Missouri,Maine,2043,2020-02
Missouri,Maryland,29431,2020-02
Missouri,Massachusetts,26895,2020-02
Missouri,Michigan,40281,2020-02
Missouri,Minnesota,39529,2020-02
Missouri,Mississippi,6819,2020-02
Missouri,Missouri,43845,2020-02
Missouri,Montana,4959,2020-02
Missouri,Nebraska,10035,2020-02
Missouri,Nevada,72905,2020-02
Missouri,New Hampshire,1662,2020-02
Missouri,New Jersey,7,2020-02
Missouri,New Mexico,11075,2020-02
Missouri,New York,103997,2020-02
Missouri,North Carolina,38956,2020-02
Missouri,North Dakota,3550,2020-02
Missouri,Ohio,43850,2020-02
Missouri,Oklahoma,21923,2020-02
Missouri,Oregon,16891,2020-02
Missouri,Pennsylvania,41684,2020-02
Missouri,Rhode Island,3050,2020-02
Missouri,South Carolina,11715,2020-02
Missouri,South Dakota,2131,2020-02
Missouri,Tennessee,30224,2020-02
Missouri,Texas,205295,2020-02
Missouri,Utah,20730,2020-02
Missouri,Vermont,1124,2020-02
Missouri,Virginia,14669,2020-02
Missouri,Washington,35759,2020-02
Missouri,West Virginia,1272,2020-02
Missouri,Wisconsin,22132,2020-02
Missouri,Wyoming,1756,2020-02
Montana,Alabama,1181,2020-02
Montana,Alaska,3255,2020-02
Montana,Arizona,23629,2020-02
Montana,Arkansas,942,2020-02
