Dep State Name,Arr State Name,Total Est. Pax,Time Series
Hawaii,Missouri,2544,2020-07
Hawaii,Montana,984,2020-07
Hawaii,Nebraska,618,2020-07
Hawaii,Nevada,4772,2020-07
Hawaii,New Hampshire,55,2020-07
Hawaii,New Mexico,594,2020-07
Hawaii,New York,3381,2020-07
Hawaii,North Carolina,1788,2020-07
Hawaii,North Dakota,179,2020-07
Hawaii,Ohio,1475,2020-07
Hawaii,Oklahoma,668,2020-07
Hawaii,Oregon,6168,2020-07
Hawaii,Pennsylvania,1388,2020-07
Hawaii,Rhode Island,162,2020-07
Hawaii,South Carolina,858,2020-07
Hawaii,South Dakota,302,2020-07
Hawaii,Tennessee,1356,2020-07
Hawaii,Texas,8662,2020-07
Hawaii,Utah,2819,2020-07
Hawaii,Vermont,42,2020-07
Hawaii,Virginia,1358,2020-07
Hawaii,Washington,18327,2020-07
Hawaii,West Virginia,68,2020-07
Hawaii,Wisconsin,673,2020-07
Hawaii,Wyoming,86,2020-07
Idaho,Alabama,554,2020-07
Idaho,Alaska,2282,2020-07
Idaho,Arizona,8032,2020-07
Idaho,Arkansas,552,2020-07
Idaho,California,40993,2020-07
Idaho,Colorado,9007,2020-07
Idaho,Connecticut,231,2020-07
Idaho,District Of Columbia,2214,2020-07
Idaho,Florida,5225,2020-07
Idaho,Georgia,3260,2020-07
Idaho,Hawaii,1386,2020-07
Idaho,Idaho,910,2020-07
Idaho,Illinois,3258,2020-07
Idaho,Indiana,1384,2020-07
Idaho,Iowa,769,2020-07
Idaho,Kansas,612,2020-07
Idaho,Kentucky,510,2020-07
Idaho,Louisiana,1093,2020-07
Idaho,Maine,179,2020-07
Idaho,Maryland,1337,2020-07
Idaho,Massachusetts,1429,2020-07
Idaho,Michigan,2131,2020-07
Idaho,Minnesota,3632,2020-07
Idaho,Mississippi,133,2020-07
Idaho,Missouri,3976,2020-07
Idaho,Montana,4301,2020-07
Idaho,Nebraska,1236,2020-07
Idaho,Nevada,9828,2020-07
Idaho,New Hampshire,78,2020-07
Idaho,New Mexico,973,2020-07
Idaho,New York,3066,2020-07
Idaho,North Carolina,1872,2020-07
Idaho,North Dakota,773,2020-07
Idaho,Ohio,2415,2020-07
Idaho,Oklahoma,1533,2020-07
Idaho,Oregon,7180,2020-07
Idaho,Pennsylvania,2565,2020-07
Idaho,Rhode Island,89,2020-07
Idaho,South Carolina,721,2020-07
Idaho,South Dakota,890,2020-07
Idaho,Tennessee,2131,2020-07
Idaho,Texas,10468,2020-07
Idaho,Utah,6422,2020-07
Idaho,Vermont,74,2020-07
Idaho,Virginia,933,2020-07
Idaho,Washington,20618,2020-07
Idaho,West Virginia,70,2020-07
Idaho,Wisconsin,1082,2020-07
Idaho,Wyoming,839,2020-07
Illinois,Alabama,6246,2020-07
Illinois,Alaska,8185,2020-07
Illinois,Arizona,51974,2020-07
Illinois,Arkansas,5336,2020-07
Illinois,California,161690,2020-07
Illinois,Colorado,81775,2020-07
Illinois,Connecticut,4456,2020-07
Illinois,District Of Columbia,22588,2020-07
Illinois,Florida,229076,2020-07
Illinois,Georgia,58974,2020-07
Illinois,Hawaii,2653,2020-07
Illinois,Idaho,2855,2020-07
Illinois,Illinois,23363,2020-07
Illinois,Indiana,10990,2020-07
Illinois,Iowa,10326,2020-07
Illinois,Kansas,3191,2020-07
Illinois,Kentucky,13554,2020-07
Illinois,Louisiana,17345,2020-07
Illinois,Maine,3057,2020-07
Illinois,Maryland,25907,2020-07
Illinois,Massachusetts,35430,2020-07
Illinois,Michigan,37858,2020-07
Illinois,Minnesota,34828,2020-07
Illinois,Mississippi,1420,2020-07
Illinois,Missouri,51560,2020-07
Illinois,Montana,7990,2020-07
Illinois,Nebraska,7648,2020-07
Illinois,Nevada,80526,2020-07
Illinois,New Hampshire,3414,2020-07
Illinois,New Jersey,65,2020-07
Illinois,New Mexico,4477,2020-07
Illinois,New York,75878,2020-07
Illinois,North Carolina,33390,2020-07
Illinois,North Dakota,2221,2020-07
Illinois,Ohio,36654,2020-07
Illinois,Oklahoma,6691,2020-07
Illinois,Oregon,15182,2020-07
Illinois,Pennsylvania,41625,2020-07
Illinois,Rhode Island,4565,2020-07
Illinois,South Carolina,21930,2020-07
Illinois,South Dakota,2969,2020-07
Illinois,Tennessee,32336,2020-07
Illinois,Texas,118346,2020-07
Illinois,Utah,13538,2020-07
Illinois,Vermont,1423,2020-07
Illinois,Virginia,15002,2020-07
Illinois,Washington,38935,2020-07
Illinois,West Virginia,2887,2020-07
Illinois,Wisconsin,16947,2020-07
Illinois,Wyoming,5624,2020-07
Indiana,Alabama,1518,2020-07
Indiana,Alaska,845,2020-07
Indiana,Arizona,15368,2020-07
Indiana,Arkansas,1440,2020-07
Indiana,California,31191,2020-07
Indiana,Colorado,21105,2020-07
Indiana,Connecticut,1398,2020-07
Indiana,District Of Columbia,4771,2020-07
Indiana,Florida,108633,2020-07
Indiana,Georgia,19249,2020-07
Indiana,Hawaii,854,2020-07
Indiana,Idaho,1358,2020-07
Indiana,Illinois,9917,2020-07
Indiana,Indiana,825,2020-07
Indiana,Iowa,1177,2020-07
Indiana,Kansas,641,2020-07
Indiana,Kentucky,887,2020-07
Indiana,Louisiana,3689,2020-07
Indiana,Maine,1532,2020-07
Indiana,Maryland,6161,2020-07
Indiana,Massachusetts,4069,2020-07
Indiana,Michigan,9255,2020-07
Indiana,Minnesota,5954,2020-07
Indiana,Mississippi,1227,2020-07
Indiana,Missouri,7826,2020-07
Indiana,Montana,2709,2020-07
Indiana,Nebraska,943,2020-07
Indiana,Nevada,26368,2020-07
Indiana,New Hampshire,699,2020-07
Indiana,New Jersey,25,2020-07
Indiana,New Mexico,1273,2020-07
Indiana,New York,10999,2020-07
Indiana,North Carolina,9700,2020-07
Indiana,North Dakota,626,2020-07
Indiana,Ohio,2182,2020-07
Indiana,Oklahoma,1756,2020-07
Indiana,Oregon,4380,2020-07
Indiana,Pennsylvania,5288,2020-07
Indiana,Rhode Island,1128,2020-07
Indiana,South Carolina,10267,2020-07
Indiana,South Dakota,984,2020-07
Indiana,Tennessee,3921,2020-07
Indiana,Texas,23195,2020-07
Indiana,Utah,3712,2020-07
Indiana,Vermont,418,2020-07
Indiana,Virginia,3677,2020-07
Indiana,Washington,7568,2020-07
Indiana,West Virginia,189,2020-07
Indiana,Wisconsin,3882,2020-07
Indiana,Wyoming,814,2020-07
Iowa,Alabama,730,2020-07
Iowa,Alaska,393,2020-07
Iowa,Arizona,10142,2020-07
Iowa,Arkansas,751,2020-07
Iowa,California,13021,2020-07
Iowa,Colorado,9833,2020-07
Iowa,Connecticut,444,2020-07
Iowa,District Of Columbia,2077,2020-07
Iowa,Florida,24857,2020-07
Iowa,Georgia,3606,2020-07
Iowa,Hawaii,258,2020-07
Iowa,Idaho,765,2020-07
Iowa,Illinois,10742,2020-07
Iowa,Indiana,1127,2020-07
Iowa,Iowa,358,2020-07
Iowa,Kansas,947,2020-07
Iowa,Kentucky,810,2020-07
Iowa,Louisiana,1100,2020-07
Iowa,Maine,304,2020-07
Iowa,Maryland,781,2020-07
Iowa,Massachusetts,1257,2020-07
Iowa,Michigan,2431,2020-07
Iowa,Minnesota,9802,2020-07
Iowa,Mississippi,480,2020-07
Iowa,Missouri,11057,2020-07
Iowa,Montana,1396,2020-07
Iowa,Nebraska,72,2020-07
Iowa,Nevada,7034,2020-07
Iowa,New Hampshire,154,2020-07
Iowa,New Jersey,0,2020-07
Iowa,New Mexico,486,2020-07
Iowa,New York,2645,2020-07
Iowa,North Carolina,4192,2020-07
Iowa,North Dakota,509,2020-07
Iowa,Ohio,2816,2020-07
Iowa,Oklahoma,957,2020-07
Iowa,Oregon,2321,2020-07
Iowa,Pennsylvania,2711,2020-07
Iowa,Rhode Island,314,2020-07
Iowa,South Carolina,1763,2020-07
Iowa,South Dakota,521,2020-07
Iowa,Tennessee,4556,2020-07
Iowa,Texas,9619,2020-07
Iowa,Utah,2016,2020-07
Iowa,Vermont,174,2020-07
Iowa,Virginia,1565,2020-07
Iowa,Washington,3714,2020-07
Iowa,West Virginia,98,2020-07
Iowa,Wisconsin,2319,2020-07
Iowa,Wyoming,451,2020-07
Kansas,Alabama,388,2020-07
Kansas,Alaska,256,2020-07
Kansas,Arizona,4400,2020-07
Kansas,Arkansas,274,2020-07
Kansas,California,8165,2020-07
Kansas,Colorado,7109,2020-07
Kansas,Connecticut,184,2020-07
Kansas,District Of Columbia,1172,2020-07
Kansas,Florida,8332,2020-07
Kansas,Georgia,2435,2020-07
Kansas,Hawaii,149,2020-07
Kansas,Idaho,656,2020-07
Kansas,Illinois,3115,2020-07
Kansas,Indiana,624,2020-07
Kansas,Iowa,1046,2020-07
Kansas,Kansas,320,2020-07
Kansas,Kentucky,170,2020-07
Kansas,Louisiana,823,2020-07
Kansas,Maine,200,2020-07
Kansas,Maryland,724,2020-07
Kansas,Massachusetts,947,2020-07
Kansas,Michigan,1301,2020-07
Kansas,Minnesota,1090,2020-07
Kansas,Mississippi,270,2020-07
Kansas,Missouri,6084,2020-07
Kansas,Montana,725,2020-07
Kansas,Nebraska,403,2020-07
Kansas,Nevada,3560,2020-07
Kansas,New Hampshire,31,2020-07
Kansas,New Jersey,1,2020-07
Kansas,New Mexico,269,2020-07
Kansas,New York,1803,2020-07
Kansas,North Carolina,2139,2020-07
Kansas,North Dakota,289,2020-07
Kansas,Ohio,1254,2020-07
Kansas,Oklahoma,474,2020-07
Kansas,Oregon,1392,2020-07
Kansas,Pennsylvania,1456,2020-07
Kansas,Rhode Island,66,2020-07
Kansas,South Carolina,791,2020-07
Kansas,South Dakota,190,2020-07
Kansas,Tennessee,1273,2020-07
Kansas,Texas,9941,2020-07
Kansas,Utah,1251,2020-07
Kansas,Vermont,61,2020-07
Kansas,Virginia,700,2020-07
Kansas,Washington,3317,2020-07
Kansas,West Virginia,53,2020-07
Kansas,Wisconsin,739,2020-07
Kansas,Wyoming,244,2020-07
Kentucky,Alabama,1704,2020-07
Kentucky,Alaska,384,2020-07
Kentucky,Arizona,3663,2020-07
Kentucky,Arkansas,751,2020-07
Kentucky,California,11492,2020-07
Kentucky,Colorado,5515,2020-07
Kentucky,Connecticut,918,2020-07
Kentucky,District Of Columbia,2838,2020-07
Kentucky,Florida,46148,2020-07
Kentucky,Georgia,6171,2020-07
Kentucky,Hawaii,335,2020-07
Kentucky,Idaho,509,2020-07
Kentucky,Illinois,13110,2020-07
Kentucky,Indiana,820,2020-07
Kentucky,Iowa,860,2020-07
Kentucky,Kansas,185,2020-07
Kentucky,Kentucky,243,2020-07
Kentucky,Louisiana,2235,2020-07
Kentucky,Maine,869,2020-07
Kentucky,Maryland,4758,2020-07
Kentucky,Massachusetts,1820,2020-07
Kentucky,Michigan,5202,2020-07
Kentucky,Minnesota,1900,2020-07
Kentucky,Mississippi,979,2020-07
Kentucky,Missouri,4277,2020-07
Kentucky,Montana,1266,2020-07
Kentucky,Nebraska,655,2020-07
Kentucky,Nevada,5625,2020-07
Kentucky,New Hampshire,515,2020-07
Kentucky,New Jersey,2,2020-07
Kentucky,New Mexico,523,2020-07
Kentucky,New York,6339,2020-07
Kentucky,North Carolina,4135,2020-07
Kentucky,North Dakota,231,2020-07
Kentucky,Ohio,2099,2020-07
Kentucky,Oklahoma,1029,2020-07
Kentucky,Oregon,1470,2020-07
Kentucky,Pennsylvania,3821,2020-07
Kentucky,Rhode Island,791,2020-07
Kentucky,South Carolina,4646,2020-07
Kentucky,South Dakota,382,2020-07
Kentucky,Tennessee,4223,2020-07
Kentucky,Texas,12321,2020-07
Kentucky,Utah,1992,2020-07
Kentucky,Vermont,235,2020-07
Kentucky,Virginia,1570,2020-07
Kentucky,Washington,2845,2020-07
Kentucky,West Virginia,6,2020-07
Kentucky,Wisconsin,1447,2020-07
Kentucky,Wyoming,428,2020-07
Louisiana,Alabama,3381,2020-07
Louisiana,Alaska,1262,2020-07
Louisiana,Arizona,7110,2020-07
Louisiana,Arkansas,1843,2020-07
Louisiana,California,34726,2020-07
Louisiana,Colorado,18124,2020-07
Louisiana,Connecticut,1497,2020-07
Louisiana,District Of Columbia,8014,2020-07
Louisiana,Florida,48902,2020-07
Louisiana,Georgia,22803,2020-07
Louisiana,Hawaii,564,2020-07
Louisiana,Idaho,1078,2020-07
Louisiana,Illinois,18768,2020-07
Louisiana,Indiana,3515,2020-07
Louisiana,Iowa,1077,2020-07
Louisiana,Kansas,905,2020-07
Louisiana,Kentucky,2363,2020-07
Louisiana,Louisiana,1126,2020-07
Louisiana,Maine,1464,2020-07
Louisiana,Maryland,10030,2020-07
Louisiana,Massachusetts,8163,2020-07
Louisiana,Michigan,9130,2020-07
Louisiana,Minnesota,4349,2020-07
Louisiana,Mississippi,722,2020-07
Louisiana,Missouri,8321,2020-07
Louisiana,Montana,2303,2020-07
Louisiana,Nebraska,1524,2020-07
Louisiana,Nevada,16928,2020-07
Louisiana,New Hampshire,609,2020-07
Louisiana,New Jersey,21,2020-07
Louisiana,New Mexico,1595,2020-07
Louisiana,New York,14206,2020-07
Louisiana,North Carolina,13050,2020-07
Louisiana,North Dakota,622,2020-07
Louisiana,Ohio,10440,2020-07
Louisiana,Oklahoma,2813,2020-07
Louisiana,Oregon,3244,2020-07
Louisiana,Pennsylvania,14160,2020-07
Louisiana,Rhode Island,1041,2020-07
Louisiana,South Carolina,4134,2020-07
Louisiana,South Dakota,726,2020-07
Louisiana,Tennessee,11243,2020-07
Louisiana,Texas,62591,2020-07
Louisiana,Utah,4245,2020-07
Louisiana,Vermont,237,2020-07
Louisiana,Virginia,5675,2020-07
Louisiana,Washington,7690,2020-07
Louisiana,West Virginia,536,2020-07
Louisiana,Wisconsin,2673,2020-07
Louisiana,Wyoming,1756,2020-07
Maine,Alabama,634,2020-07
Maine,Alaska,147,2020-07
Maine,Arizona,1720,2020-07
Maine,Arkansas,305,2020-07
Maine,California,5244,2020-07
Maine,Colorado,1792,2020-07
Maine,Connecticut,2448,2020-07
Maine,Delaware,377,2020-07
Maine,District Of Columbia,4726,2020-07
Maine,Florida,18321,2020-07
Maine,Georgia,3175,2020-07
Maine,Hawaii,47,2020-07
Maine,Idaho,101,2020-07
Maine,Illinois,3047,2020-07
Maine,Indiana,1342,2020-07
Maine,Iowa,294,2020-07
Maine,Kansas,181,2020-07
Maine,Kentucky,837,2020-07
Maine,Louisiana,1325,2020-07
Maine,Maine,586,2020-07
Maine,Maryland,4185,2020-07
Maine,Massachusetts,10861,2020-07
Maine,Michigan,2629,2020-07
Maine,Minnesota,1609,2020-07
Maine,Mississippi,178,2020-07
Maine,Missouri,1518,2020-07
Maine,Montana,235,2020-07
Maine,Nebraska,286,2020-07
Maine,Nevada,1388,2020-07
Maine,New Hampshire,29,2020-07
Maine,New Jersey,1443,2020-07
Maine,New Mexico,165,2020-07
Maine,New York,14750,2020-07
Maine,North Carolina,4611,2020-07
Maine,North Dakota,101,2020-07
Maine,Ohio,2642,2020-07
Maine,Oklahoma,508,2020-07
Maine,Oregon,584,2020-07
Maine,Pennsylvania,4114,2020-07
Maine,Rhode Island,1672,2020-07
Maine,South Carolina,2038,2020-07
Maine,South Dakota,117,2020-07
Maine,Tennessee,2226,2020-07
Maine,Texas,3965,2020-07
Maine,Utah,714,2020-07
Maine,Vermont,864,2020-07
Maine,Virginia,2229,2020-07
Maine,Washington,1024,2020-07
Maine,West Virginia,137,2020-07
Maine,Wisconsin,692,2020-07
Maine,Wyoming,94,2020-07
Maryland,Alabama,2438,2020-07
Maryland,Alaska,798,2020-07
Maryland,Arizona,13964,2020-07
Maryland,Arkansas,1783,2020-07
Maryland,California,41889,2020-07
Maryland,Colorado,26882,2020-07
Maryland,Connecticut,5795,2020-07
Maryland,Delaware,333,2020-07
Maryland,District Of Columbia,2044,2020-07
Maryland,Florida,115631,2020-07
Maryland,Georgia,35299,2020-07
Maryland,Hawaii,1405,2020-07
Maryland,Idaho,1386,2020-07
Maryland,Illinois,24470,2020-07
Maryland,Indiana,5857,2020-07
Maryland,Iowa,931,2020-07
Maryland,Kansas,726,2020-07
Maryland,Kentucky,5135,2020-07
Maryland,Louisiana,9843,2020-07
Maryland,Maine,4419,2020-07
Maryland,Maryland,256,2020-07
Maryland,Massachusetts,21391,2020-07
Maryland,Michigan,15311,2020-07
Maryland,Minnesota,9049,2020-07
Maryland,Mississippi,1298,2020-07
Maryland,Missouri,10111,2020-07
Maryland,Montana,1843,2020-07
Maryland,Nebraska,1628,2020-07
Maryland,Nevada,22092,2020-07
Maryland,New Hampshire,7364,2020-07
Maryland,New Jersey,2257,2020-07
Maryland,New Mexico,3058,2020-07
Maryland,New York,24424,2020-07
Maryland,North Carolina,25546,2020-07
Maryland,North Dakota,504,2020-07
Maryland,Ohio,14094,2020-07
Maryland,Oklahoma,3906,2020-07
Maryland,Oregon,4199,2020-07
Maryland,Pennsylvania,7622,2020-07
Maryland,Rhode Island,8588,2020-07
Maryland,South Carolina,13593,2020-07
Maryland,South Dakota,630,2020-07
Maryland,Tennessee,17003,2020-07
Maryland,Texas,58854,2020-07
Maryland,Utah,6887,2020-07
Maryland,Vermont,688,2020-07
Maryland,Virginia,7749,2020-07
Maryland,Washington,7788,2020-07
Maryland,West Virginia,1236,2020-07
Maryland,Wisconsin,5500,2020-07
Maryland,Wyoming,819,2020-07
Massachusetts,Alabama,1593,2020-07
Massachusetts,Alaska,1562,2020-07
Massachusetts,Arizona,9082,2020-07
Massachusetts,Arkansas,1086,2020-07
Massachusetts,California,67471,2020-07
Massachusetts,Colorado,21932,2020-07
Massachusetts,Connecticut,4725,2020-07
Massachusetts,Delaware,1061,2020-07
Massachusetts,District Of Columbia,24541,2020-07
Massachusetts,Florida,119697,2020-07
Massachusetts,Georgia,33014,2020-07
Massachusetts,Hawaii,1430,2020-07
Massachusetts,Idaho,1431,2020-07
Massachusetts,Illinois,35158,2020-07
Massachusetts,Indiana,3691,2020-07
Massachusetts,Iowa,1342,2020-07
Massachusetts,Kansas,761,2020-07
Massachusetts,Kentucky,1900,2020-07
Massachusetts,Louisiana,7770,2020-07
Massachusetts,Maine,10982,2020-07
Massachusetts,Maryland,20996,2020-07
Massachusetts,Massachusetts,39198,2020-07
Massachusetts,Michigan,11380,2020-07
Massachusetts,Minnesota,10947,2020-07
Massachusetts,Mississippi,827,2020-07
Massachusetts,Missouri,8689,2020-07
Massachusetts,Montana,3802,2020-07
Massachusetts,Nebraska,1061,2020-07
Massachusetts,Nevada,16674,2020-07
Massachusetts,New Hampshire,4435,2020-07
Massachusetts,New Jersey,13211,2020-07
Massachusetts,New Mexico,1344,2020-07
Massachusetts,New York,63759,2020-07
Massachusetts,North Carolina,19774,2020-07
Massachusetts,North Dakota,722,2020-07
Massachusetts,Ohio,14372,2020-07
Massachusetts,Oklahoma,1806,2020-07
Massachusetts,Oregon,6461,2020-07
Massachusetts,Pennsylvania,27284,2020-07
Massachusetts,Rhode Island,5138,2020-07
Massachusetts,South Carolina,13646,2020-07
Massachusetts,South Dakota,741,2020-07
Massachusetts,Tennessee,10957,2020-07
Massachusetts,Texas,37118,2020-07
Massachusetts,Utah,6642,2020-07
Massachusetts,Vermont,7191,2020-07
Massachusetts,Virginia,8257,2020-07
Massachusetts,Washington,16087,2020-07
Massachusetts,West Virginia,581,2020-07
Massachusetts,Wisconsin,3260,2020-07
Massachusetts,Wyoming,1395,2020-07
Michigan,Alabama,3103,2020-07
Michigan,Alaska,2025,2020-07
Michigan,Arizona,27877,2020-07
Michigan,Arkansas,2240,2020-07
Michigan,California,67122,2020-07
Michigan,Colorado,38556,2020-07
Michigan,Connecticut,2771,2020-07
Michigan,Delaware,94,2020-07
Michigan,District Of Columbia,12664,2020-07
Michigan,Florida,138994,2020-07
Michigan,Georgia,41990,2020-07
Michigan,Hawaii,1364,2020-07
Michigan,Idaho,2007,2020-07
Michigan,Illinois,39202,2020-07
Michigan,Indiana,9389,2020-07
Michigan,Iowa,2451,2020-07
Michigan,Kansas,1139,2020-07
Michigan,Kentucky,5379,2020-07
Michigan,Louisiana,9201,2020-07
Michigan,Maine,2855,2020-07
Michigan,Maryland,15476,2020-07
Michigan,Massachusetts,11997,2020-07
Michigan,Michigan,29898,2020-07
Michigan,Minnesota,18766,2020-07
Michigan,Mississippi,1396,2020-07
Michigan,Missouri,14173,2020-07
Michigan,Montana,4198,2020-07
Michigan,Nebraska,2430,2020-07
Michigan,Nevada,46946,2020-07
Michigan,New Hampshire,963,2020-07
Michigan,New Jersey,179,2020-07
Michigan,New Mexico,1732,2020-07
Michigan,New York,34944,2020-07
Michigan,North Carolina,20529,2020-07
Michigan,North Dakota,1334,2020-07
Michigan,Ohio,12680,2020-07
Michigan,Oklahoma,3818,2020-07
Michigan,Oregon,6694,2020-07
Michigan,Pennsylvania,21640,2020-07
Michigan,Rhode Island,1342,2020-07
Michigan,South Carolina,17095,2020-07
Michigan,South Dakota,1750,2020-07
Michigan,Tennessee,20221,2020-07
Michigan,Texas,60074,2020-07
Michigan,Utah,8053,2020-07
Michigan,Vermont,1093,2020-07
Michigan,Virginia,8210,2020-07
Michigan,Washington,14996,2020-07
Michigan,West Virginia,3235,2020-07
Michigan,Wisconsin,12844,2020-07
Michigan,Wyoming,1353,2020-07
Minnesota,Alabama,1505,2020-07
Minnesota,Alaska,11701,2020-07
Minnesota,Arizona,31334,2020-07
Minnesota,Arkansas,1538,2020-07
Minnesota,California,76748,2020-07
Minnesota,Colorado,47065,2020-07
Minnesota,Connecticut,1930,2020-07
Minnesota,District Of Columbia,10831,2020-07
Minnesota,Florida,59936,2020-07
Minnesota,Georgia,24007,2020-07
Minnesota,Hawaii,1713,2020-07
Minnesota,Idaho,3736,2020-07
Minnesota,Illinois,35076,2020-07
Minnesota,Indiana,5782,2020-07
Minnesota,Iowa,10118,2020-07
Minnesota,Kansas,1035,2020-07
Minnesota,Kentucky,2048,2020-07
Minnesota,Louisiana,4173,2020-07
Minnesota,Maine,1504,2020-07
Minnesota,Maryland,9906,2020-07
Minnesota,Massachusetts,11613,2020-07
Minnesota,Michigan,18548,2020-07
Minnesota,Minnesota,19730,2020-07
Minnesota,Mississippi,753,2020-07
Minnesota,Missouri,11770,2020-07
Minnesota,Montana,13143,2020-07
Minnesota,Nebraska,4335,2020-07
Minnesota,Nevada,37134,2020-07
Minnesota,New Hampshire,460,2020-07
Minnesota,New Jersey,0,2020-07
Minnesota,New Mexico,2953,2020-07
Minnesota,New York,19987,2020-07
Minnesota,North Carolina,12433,2020-07
Minnesota,North Dakota,6497,2020-07
Minnesota,Ohio,12588,2020-07
Minnesota,Oklahoma,2285,2020-07
Minnesota,Oregon,14111,2020-07
Minnesota,Pennsylvania,14565,2020-07
Minnesota,Rhode Island,1293,2020-07
Minnesota,South Carolina,6199,2020-07
Minnesota,South Dakota,6032,2020-07
Minnesota,Tennessee,12279,2020-07
Minnesota,Texas,34753,2020-07
Minnesota,Utah,9846,2020-07
Minnesota,Vermont,319,2020-07
Minnesota,Virginia,3534,2020-07
Minnesota,Washington,23001,2020-07
Minnesota,West Virginia,313,2020-07
Minnesota,Wisconsin,12283,2020-07
Minnesota,Wyoming,1001,2020-07
Mississippi,Alabama,770,2020-07
Mississippi,Alaska,212,2020-07
Mississippi,Arizona,1199,2020-07
Mississippi,Arkansas,390,2020-07
Mississippi,California,5800,2020-07
Mississippi,Colorado,2071,2020-07
Mississippi,Connecticut,255,2020-07
Mississippi,District Of Columbia,1261,2020-07
Mississippi,Florida,4962,2020-07
Mississippi,Georgia,7176,2020-07
Mississippi,Hawaii,207,2020-07
Mississippi,Idaho,150,2020-07
Mississippi,Illinois,1565,2020-07
Mississippi,Indiana,1168,2020-07
Mississippi,Iowa,530,2020-07
Mississippi,Kansas,334,2020-07
Mississippi,Kentucky,946,2020-07
Mississippi,Louisiana,805,2020-07
Mississippi,Maine,164,2020-07
Mississippi,Maryland,1159,2020-07
Mississippi,Massachusetts,708,2020-07
Mississippi,Michigan,1311,2020-07
Mississippi,Minnesota,789,2020-07
Mississippi,Mississippi,58,2020-07
Mississippi,Missouri,3574,2020-07
Mississippi,Montana,468,2020-07
Mississippi,Nebraska,395,2020-07
Mississippi,Nevada,1512,2020-07
Mississippi,New Hampshire,38,2020-07
Mississippi,New Jersey,4,2020-07
Mississippi,New Mexico,309,2020-07
Mississippi,New York,1909,2020-07
Mississippi,North Carolina,2743,2020-07
Mississippi,North Dakota,213,2020-07
Mississippi,Ohio,1701,2020-07
Mississippi,Oklahoma,836,2020-07
Mississippi,Oregon,629,2020-07
Mississippi,Pennsylvania,1690,2020-07
Mississippi,Rhode Island,150,2020-07
Mississippi,South Carolina,1189,2020-07
Mississippi,South Dakota,154,2020-07
Mississippi,Tennessee,3612,2020-07
Mississippi,Texas,9589,2020-07
Mississippi,Utah,818,2020-07
Mississippi,Vermont,80,2020-07
Mississippi,Virginia,1822,2020-07
Mississippi,Washington,1655,2020-07
Mississippi,West Virginia,107,2020-07
Mississippi,Wisconsin,693,2020-07
Mississippi,Wyoming,267,2020-07
Missouri,Alabama,4426,2020-07
Missouri,Alaska,2533,2020-07
Missouri,Arizona,28994,2020-07
Missouri,Arkansas,6277,2020-07
Missouri,California,80932,2020-07
Missouri,Colorado,47346,2020-07
Missouri,Connecticut,2512,2020-07
Missouri,District Of Columbia,13220,2020-07
Missouri,Florida,105596,2020-07
Missouri,Georgia,29084,2020-07
Missouri,Hawaii,3633,2020-07
Missouri,Idaho,3817,2020-07
Missouri,Illinois,50886,2020-07
Missouri,Indiana,8941,2020-07
Missouri,Iowa,11049,2020-07
Missouri,Kansas,6096,2020-07
Missouri,Kentucky,4040,2020-07
Missouri,Louisiana,7171,2020-07
Missouri,Maine,1547,2020-07
Missouri,Maryland,11119,2020-07
Missouri,Massachusetts,8487,2020-07
Missouri,Michigan,14402,2020-07
Missouri,Minnesota,10331,2020-07
Missouri,Mississippi,3458,2020-07
Missouri,Missouri,19413,2020-07
Missouri,Montana,5291,2020-07
Missouri,Nebraska,5292,2020-07
Missouri,Nevada,37828,2020-07
Missouri,New Hampshire,964,2020-07
Missouri,New Mexico,4641,2020-07
Missouri,New York,19733,2020-07
Missouri,North Carolina,18297,2020-07
Missouri,North Dakota,1462,2020-07
Missouri,Ohio,14502,2020-07
Missouri,Oklahoma,10140,2020-07
Missouri,Oregon,10935,2020-07
Missouri,Pennsylvania,13471,2020-07
Missouri,Rhode Island,1681,2020-07
Missouri,South Carolina,7327,2020-07
Missouri,South Dakota,1334,2020-07
Missouri,Tennessee,16912,2020-07
Missouri,Texas,76713,2020-07
Missouri,Utah,12954,2020-07
Missouri,Vermont,553,2020-07
Missouri,Virginia,6961,2020-07
Missouri,Washington,23879,2020-07
Missouri,West Virginia,272,2020-07
Missouri,Wisconsin,6910,2020-07
Missouri,Wyoming,1791,2020-07
Montana,Alabama,1055,2020-07
Montana,Alaska,2547,2020-07
Montana,Arizona,16334,2020-07
Montana,Arkansas,696,2020-07
Montana,California,32105,2020-07
Montana,Colorado,15463,2020-07
Montana,Connecticut,748,2020-07
Montana,District Of Columbia,3769,2020-07
Montana,Florida,10073,2020-07
Montana,Georgia,5446,2020-07
Montana,Hawaii,878,2020-07
Montana,Idaho,4274,2020-07
Montana,Illinois,7532,2020-07
Montana,Indiana,2653,2020-07
Montana,Iowa,1495,2020-07
Montana,Kansas,711,2020-07
Montana,Kentucky,1150,2020-07
Montana,Louisiana,2090,2020-07
Montana,Maine,300,2020-07
Montana,Maryland,1571,2020-07
Montana,Massachusetts,3673,2020-07
Montana,Michigan,4576,2020-07
Montana,Minnesota,11448,2020-07
Montana,Mississippi,452,2020-07
Montana,Missouri,4926,2020-07
Montana,Montana,12962,2020-07
Montana,Nebraska,1534,2020-07
Montana,Nevada,10401,2020-07
Montana,New Hampshire,105,2020-07
