source,destination,flow
Maryland,Washington,468357
Maryland,West Virginia,36578
Maryland,Wisconsin,309795
Maryland,Wyoming,27646
Massachusetts,Alabama,122917
Massachusetts,Alaska,81998
Massachusetts,Arizona,852333
Massachusetts,Arkansas,82692
Massachusetts,California,6006553
Massachusetts,Colorado,1393301
Massachusetts,Connecticut,106285
Massachusetts,Delaware,22479
Massachusetts,District of Columbia,2380903
Massachusetts,Florida,10435109
Massachusetts,Georgia,2018160
Massachusetts,Hawaii,315740
Massachusetts,Idaho,66620
Massachusetts,Illinois,2392513
Massachusetts,Indiana,338545
Massachusetts,Iowa,90759
Massachusetts,Kansas,38314
Massachusetts,Kentucky,122442
Massachusetts,Louisiana,500929
Massachusetts,Maine,252178
Massachusetts,Maryland,1235475
Massachusetts,Massachusetts,874044
Massachusetts,Michigan,885171
Massachusetts,Minnesota,896148
Massachusetts,Mississippi,39882
Massachusetts,Missouri,650724
Massachusetts,Montana,124849
Massachusetts,Nebraska,81540
Massachusetts,Nevada,1097864
Massachusetts,New Hampshire,91132
Massachusetts,New Jersey,266495
Massachusetts,New Mexico,93341
Massachusetts,New York,4286296
Massachusetts,North Carolina,1888238
Massachusetts,North Dakota,32963
Massachusetts,Ohio,1177859
Massachusetts,Oklahoma,111625
Massachusetts,Oregon,443020
Massachusetts,Pennsylvania,2101703
Massachusetts,Rhode Island,86603
Massachusetts,South Carolina,759785
Massachusetts,South Dakota,34300
Massachusetts,Tennessee,975212
Massachusetts,Texas,2779631
Massachusetts,Utah,506095
Massachusetts,Vermont,157524
Massachusetts,Virginia,667576
Massachusetts,Washington,1009177
Massachusetts,West Virginia,24783
Massachusetts,Wisconsin,352870
Massachusetts,Wyoming,61998
Michigan,Alabama,238500
Michigan,Alaska,93454
Michigan,Arizona,1514122
Michigan,Arkansas,118577
Michigan,California,3482891
Michigan,Colorado,1545142
Michigan,Connecticut,229218
Michigan,Delaware,1938
Michigan,District of Columbia,1014104
Michigan,Florida,10270293
Michigan,Georgia,1912495
Michigan,Hawaii,244908
Michigan,Idaho,82320
Michigan,Illinois,2087509
Michigan,Indiana,379983
Michigan,Iowa,174250
Michigan,Kansas,55516
Michigan,Kentucky,261536
Michigan,Louisiana,559717
Michigan,Maine,117961
Michigan,Maryland,718977
Michigan,Massachusetts,869432
Michigan,Michigan,886189
Michigan,Minnesota,1057835
Michigan,Mississippi,73716
Michigan,Missouri,891467
Michigan,Montana,142128
Michigan,Nebraska,143730
Michigan,Nevada,2135568
Michigan,New Hampshire,70287
Michigan,New Jersey,10905
Michigan,New Mexico,101228
Michigan,New York,2893978
Michigan,North Carolina,1214125
Michigan,North Dakota,70475
Michigan,Ohio,513962
Michigan,Oklahoma,163418
Michigan,Oregon,310603
Michigan,Pennsylvania,1134594
Michigan,Rhode Island,114329
Michigan,South Carolina,694398
Michigan,South Dakota,63613
Michigan,Tennessee,1163230
Michigan,Texas,3209065
Michigan,Utah,366756
Michigan,Vermont,63891
Michigan,Virginia,383676
Michigan,Washington,714526
Michigan,West Virginia,72211
Michigan,Wisconsin,645763
Michigan,Wyoming,46597
Minnesota,Alabama,96861
Minnesota,Alaska,231072
Minnesota,Arizona,2439952
Minnesota,Arkansas,105313
Minnesota,California,4233968
Minnesota,Colorado,2072342
Minnesota,Connecticut,196202
Minnesota,District of Columbia,825259
Minnesota,Florida,6067333
Minnesota,Georgia,1176216
Minnesota,Hawaii,393312
Minnesota,Idaho,144055
Minnesota,Illinois,2410309
Minnesota,Indiana,387711
Minnesota,Iowa,262966
Minnesota,Kansas,77062
Minnesota,Kentucky,153835
Minnesota,Louisiana,366766
Minnesota,Maine,60091
Minnesota,Maryland,490945
Minnesota,Massachusetts,887306
Minnesota,Michigan,1071746
Minnesota,Minnesota,588640
Minnesota,Mississippi,42147
Minnesota,Missouri,847043
Minnesota,Montana,422394
Minnesota,Nebraska,224496
Minnesota,Nevada,1916176
Minnesota,New Hampshire,24688
Minnesota,New Jersey,745
Minnesota,New Mexico,131531
Minnesota,New York,1877005
Minnesota,North Carolina,818911
Minnesota,North Dakota,365222
Minnesota,Ohio,848756
Minnesota,Oklahoma,152609
Minnesota,Oregon,596475
Minnesota,Pennsylvania,851930
Minnesota,Rhode Island,72875
Minnesota,South Carolina,265663
Minnesota,South Dakota,245650
Minnesota,Tennessee,749438
Minnesota,Texas,2580242
Minnesota,Utah,385467
Minnesota,Vermont,25824
Minnesota,Virginia,225053
Minnesota,Washington,1096037
Minnesota,West Virginia,15049
Minnesota,Wisconsin,688486
Minnesota,Wyoming,54277
Mississippi,Alabama,28124
Mississippi,Alaska,10556
Mississippi,Arizona,63477
Mississippi,Arkansas,22478
Mississippi,California,257604
Mississippi,Colorado,106048
Mississippi,Connecticut,18999
Mississippi,District of Columbia,123671
Mississippi,Florida,400968
Mississippi,Georgia,310741
Mississippi,Hawaii,19688
Mississippi,Idaho,6234
Mississippi,Illinois,106390
Mississippi,Indiana,49279
Mississippi,Iowa,20533
Mississippi,Kansas,13457
Mississippi,Kentucky,40833
Mississippi,Louisiana,15281
Mississippi,Maine,10818
Mississippi,Maryland,65876
Mississippi,Massachusetts,42361
Mississippi,Michigan,71684
Mississippi,Minnesota,42895
Mississippi,Mississippi,13663
Mississippi,Missouri,115955
Mississippi,Montana,11415
Mississippi,Nebraska,20588
Mississippi,Nevada,72489
Mississippi,New Hampshire,5056
Mississippi,New Jersey,80
Mississippi,New Mexico,17012
Mississippi,New York,145683
Mississippi,North Carolina,166761
Mississippi,North Dakota,9889
Mississippi,Ohio,88539
Mississippi,Oklahoma,42686
Mississippi,Oregon,28011
Mississippi,Pennsylvania,105941
Mississippi,Rhode Island,14204
Mississippi,South Carolina,67359
Mississippi,South Dakota,5936
Mississippi,Tennessee,132826
Mississippi,Texas,546388
Mississippi,Utah,32632
Mississippi,Vermont,3479
Mississippi,Virginia,91893
Mississippi,Washington,55929
Mississippi,West Virginia,8097
Mississippi,Wisconsin,41801
Mississippi,Wyoming,6144
Missouri,Alabama,209877
Missouri,Alaska,98610
Missouri,Arizona,1619624
Missouri,Arkansas,204077
Missouri,California,4441213
Missouri,Colorado,2288149
Missouri,Connecticut,201068
Missouri,District of Columbia,1197905
Missouri,Florida,6153841
Missouri,Georgia,1466081
Missouri,Hawaii,352384
Missouri,Idaho,140594
Missouri,Illinois,2484965
Missouri,Indiana,353477
Missouri,Iowa,265691
Missouri,Kansas,156089
Missouri,Kentucky,205638
Missouri,Louisiana,481641
Missouri,Maine,77957
Missouri,Maryland,842054
Missouri,Massachusetts,645817
Missouri,Michigan,883415
Missouri,Minnesota,829452
Missouri,Mississippi,115765
Missouri,Missouri,830558
Missouri,Montana,163441
Missouri,Nebraska,270922
Missouri,Nevada,1937269
Missouri,New Hampshire,48487
Missouri,New Jersey,160
Missouri,New Mexico,263749
Missouri,New York,2106836
Missouri,North Carolina,999136
Missouri,North Dakota,92820
Missouri,Ohio,909989
Missouri,Oklahoma,454391
Missouri,Oregon,533361
Missouri,Pennsylvania,1040994
Missouri,Rhode Island,79585
Missouri,South Carolina,368895
Missouri,South Dakota,63696
Missouri,Tennessee,769011
Missouri,Texas,4393112
Missouri,Utah,507431
Missouri,Vermont,28684
Missouri,Virginia,374096
Missouri,Washington,1026781
Missouri,West Virginia,28166
Missouri,Wisconsin,439536
Missouri,Wyoming,56714
Montana,Alabama,42159
Montana,Alaska,102475
Montana,Arizona,619129
Montana,Arkansas,27235
Montana,California,1314152
Montana,Colorado,721911
Montana,Connecticut,33991
Montana,District of Columbia,158523
Montana,Florida,425382
Montana,Georgia,171922
Montana,Hawaii,116911
Montana,Idaho,140095
Montana,Illinois,262717
Montana,Indiana,75808
Montana,Iowa,51995
Montana,Kansas,21964
Montana,Kentucky,29625
Montana,Louisiana,75018
Montana,Maine,15307
Montana,Maryland,70211
Montana,Massachusetts,126476
Montana,Michigan,147245
Montana,Minnesota,406323
Montana,Mississippi,11140
Montana,Missouri,165877
Montana,Montana,366493
Montana,Nebraska,53667
Montana,Nevada,484834
Montana,New Hampshire,5051
Montana,New Jersey,7
Montana,New Mexico,46006
Montana,New York,313687
Montana,North Carolina,149261
Montana,North Dakota,47894
Montana,Ohio,159486
Montana,Oklahoma,69008
Montana,Oregon,378741
Montana,Pennsylvania,166408
Montana,Rhode Island,6634
Montana,South Carolina,47206
Montana,South Dakota,46358
Montana,Tennessee,182965
Montana,Texas,578628
Montana,Utah,433010
Montana,Vermont,10182
Montana,Virginia,54730
Montana,Washington,777613
Montana,West Virginia,3509
Montana,Wisconsin,107272
Montana,Wyoming,112059
Nebraska,Alabama,47966
Nebraska,Alaska,28099
Nebraska,Arizona,686600
Nebraska,Arkansas,31876
Nebraska,California,1051440
Nebraska,Colorado,817244
Nebraska,Connecticut,32860
Nebraska,District of Columbia,286201
Nebraska,Florida,1009220
Nebraska,Georgia,241511
Nebraska,Hawaii,100937
Nebraska,Idaho,50200
Nebraska,Illinois,663467
Nebraska,Indiana,71012
Nebraska,Iowa,8095
Nebraska,Kansas,7204
Nebraska,Kentucky,38330
Nebraska,Louisiana,87375
Nebraska,Maine,15319
Nebraska,Maryland,71266
Nebraska,Massachusetts,84818
Nebraska,Michigan,143325
Nebraska,Minnesota,233463
Nebraska,Mississippi,20901
Nebraska,Missouri,268175
Nebraska,Montana,54680
Nebraska,Nebraska,6578
Nebraska,Nevada,603472
Nebraska,New Hampshire,10282
Nebraska,New Jersey,3
Nebraska,New Mexico,42757
Nebraska,New York,345168
Nebraska,North Carolina,184419
Nebraska,North Dakota,28605
Nebraska,Ohio,147912
Nebraska,Oklahoma,68229
Nebraska,Oregon,142321
Nebraska,Pennsylvania,165142
Nebraska,Rhode Island,17359
Nebraska,South Carolina,82282
Nebraska,South Dakota,24870
Nebraska,Tennessee,141194
Nebraska,Texas,803191
Nebraska,Utah,127137
Nebraska,Vermont,6856
Nebraska,Virginia,77597
Nebraska,Washington,269757
Nebraska,West Virginia,5617
Nebraska,Wisconsin,98784
Nebraska,Wyoming,21564
Nevada,Alabama,231449
Nevada,Alaska,207263
Nevada,Arizona,2361493
Nevada,Arkansas,291167
Nevada,California,16992306
Nevada,Colorado,3323968
Nevada,Connecticut,205254
Nevada,Delaware,2
Nevada,District of Columbia,883362
Nevada,Florida,4205294
Nevada,Georgia,2266745
Nevada,Hawaii,1334090
Nevada,Idaho,582984
Nevada,Illinois,4005425
Nevada,Indiana,977281
Nevada,Iowa,366289
Nevada,Kansas,173160
Nevada,Kentucky,265359
Nevada,Louisiana,781586
Nevada,Maine,66525
Nevada,Maryland,1055277
Nevada,Massachusetts,1079110
Nevada,Michigan,2131720
Nevada,Minnesota,1925639
Nevada,Mississippi,66357
Nevada,Missouri,1924568
Nevada,Montana,488949
Nevada,Nebraska,585254
Nevada,Nevada,2651874
Nevada,New Hampshire,84219
Nevada,New Jersey,1297
Nevada,New Mexico,501248
Nevada,New York,4060122
Nevada,North Carolina,1334461
Nevada,North Dakota,378959
Nevada,Ohio,2118241
Nevada,Oklahoma,655738
Nevada,Oregon,2232075
Nevada,Pennsylvania,1826094
Nevada,Rhode Island,112342
Nevada,South Carolina,275905
Nevada,South Dakota,233813
Nevada,Tennessee,1287853
Nevada,Texas,8430388
Nevada,Utah,1336291
Nevada,Vermont,33088
Nevada,Virginia,421899
Nevada,Washington,4261560
Nevada,West Virginia,22167
Nevada,Wisconsin,947540
Nevada,Wyoming,67704
New Hampshire,Alabama,23724
New Hampshire,Alaska,759
New Hampshire,Arizona,98517
New Hampshire,Arkansas,9091
New Hampshire,California,139934
New Hampshire,Colorado,59454
New Hampshire,Connecticut,14052
New Hampshire,Delaware,2728
New Hampshire,District of Columbia,154226
New Hampshire,Florida,782027
New Hampshire,Georgia,60986
New Hampshire,Hawaii,3232
New Hampshire,Idaho,3971
New Hampshire,Illinois,226421
New Hampshire,Indiana,35069
New Hampshire,Iowa,9131
New Hampshire,Kansas,2327
New Hampshire,Kentucky,23268
New Hampshire,Louisiana,31217
New Hampshire,Maine,3378
New Hampshire,Maryland,426955
New Hampshire,Massachusetts,88526
New Hampshire,Michigan,69832
New Hampshire,Minnesota,24069
New Hampshire,Mississippi,4952
New Hampshire,Missouri,48538
New Hampshire,Montana,5742
New Hampshire,Nebraska,11275
New Hampshire,Nevada,98538
New Hampshire,New Jersey,46290
New Hampshire,New Mexico,9864
New Hampshire,New York,241469
New Hampshire,North Carolina,126002
New Hampshire,North Dakota,1290
New Hampshire,Ohio,84127
New Hampshire,Oklahoma,15847
New Hampshire,Oregon,11593
New Hampshire,Pennsylvania,134375
New Hampshire,Rhode Island,11
New Hampshire,South Carolina,58655
New Hampshire,South Dakota,2696
New Hampshire,Tennessee,57530
New Hampshire,Texas,134016
New Hampshire,Utah,23268
New Hampshire,Vermont,34
New Hampshire,Virginia,50085
New Hampshire,Washington,23883
New Hampshire,West Virginia,2865
New Hampshire,Wisconsin,26606
New Hampshire,Wyoming,1441
New Jersey,Alabama,2144
New Jersey,Arizona,864
New Jersey,Arkansas,76
New Jersey,California,30920
New Jersey,Colorado,6558
New Jersey,Connecticut,21475
New Jersey,Delaware,6920
New Jersey,District of Columbia,46637
New Jersey,Florida,1675004
New Jersey,Georgia,70405
New Jersey,Illinois,15349
New Jersey,Indiana,1395
New Jersey,Iowa,1039
New Jersey,Kansas,37
New Jersey,Kentucky,468
New Jersey,Louisiana,11046
New Jersey,Maine,30415
New Jersey,Maryland,52793
New Jersey,Massachusetts,268438
New Jersey,Michigan,11661
New Jersey,Minnesota,477
New Jersey,Mississippi,15
New Jersey,Missouri,1768
New Jersey,Montana,5
New Jersey,Nebraska,751
New Jersey,Nevada,1022
New Jersey,New Hampshire,45657
New Jersey,New Jersey,14713
New Jersey,New York,310916
New Jersey,North Carolina,4649
New Jersey,Ohio,46449
New Jersey,Oklahoma,1740
New Jersey,Oregon,250
New Jersey,Pennsylvania,93927
New Jersey,Rhode Island,56030
New Jersey,South Carolina,188928
New Jersey,Tennessee,5412
New Jersey,Texas,6990
New Jersey,Utah,389
New Jersey,Vermont,38361
New Jersey,Virginia,42041
New Jersey,Washington,395
New Jersey,West Virginia,24244
New Jersey,Wisconsin,481
New Mexico,Alabama,52031
New Mexico,Alaska,32422
New Mexico,Arizona,686174
New Mexico,Arkansas,32410
New Mexico,California,1666817
New Mexico,Colorado,503240
New Mexico,Connecticut,31222
New Mexico,District of Columbia,208853
New Mexico,Florida,525434
New Mexico,Georgia,147150
New Mexico,Hawaii,109049
New Mexico,Idaho,52454
New Mexico,Illinois,335100
New Mexico,Indiana,57412
New Mexico,Iowa,27480
New Mexico,Kansas,14765
New Mexico,Kentucky,33566
New Mexico,Louisiana,90602
New Mexico,Maine,11472
New Mexico,Maryland,217166
New Mexico,Massachusetts,91027
New Mexico,Michigan,89431
New Mexico,Minnesota,114499
New Mexico,Mississippi,16446
New Mexico,Missouri,254239
New Mexico,Montana,43999
New Mexico,Nebraska,42889
New Mexico,Nevada,505051
New Mexico,New Hampshire,8272
New Mexico,New Jersey,461
New Mexico,New Mexico,88770
New Mexico,New York,353479
New Mexico,North Carolina,129796
New Mexico,North Dakota,20559
New Mexico,Ohio,123588
New Mexico,Oklahoma,83133
New Mexico,Oregon,200673
New Mexico,Pennsylvania,127227
New Mexico,Rhode Island,10708
New Mexico,South Carolina,52858
New Mexico,South Dakota,17739
New Mexico,Tennessee,126909
New Mexico,Texas,1556646
New Mexico,Utah,151605
New Mexico,Vermont,7000
New Mexico,Virginia,56713
New Mexico,Washington,315937
New Mexico,West Virginia,3426
New Mexico,Wisconsin,64676
New Mexico,Wyoming,14768
New York,Alabama,473263
New York,Alaska,182566
New York,Arizona,2838173
New York,Arkansas,400773
New York,California,18850076
New York,Colorado,3963369
New York,Connecticut,199112
New York,Delaware,66942
New York,District of Columbia,2263508
New York,Florida,41925826
New York,Georgia,7545578
New York,Hawaii,891752
New York,Idaho,176173
New York,Illinois,8085925
New York,Indiana,1074082
New York,Iowa,307099
New York,Kansas,114452
New York,Kentucky,559139
New York,Louisiana,1961720
New York,Maine,787587
New York,Maryland,1459870
New York,Massachusetts,4339821
New York,Michigan,2841823
New York,Minnesota,1879446
New York,Mississippi,138599
New York,Missouri,2088636
New York,Montana,314974
New York,Nebraska,346289
New York,Nevada,4101870
New York,New Hampshire,244989
New York,New Jersey,314520
New York,New Mexico,371580
New York,New York,4259206
New York,North Carolina,6391019
New York,North Dakota,86418
New York,Ohio,3174037
New York,Oklahoma,424964
New York,Oregon,1080801
New York,Pennsylvania,1779480
New York,Rhode Island,244964
New York,South Carolina,2753621
New York,South Dakota,106067
New York,Tennessee,2814570
New York,Texas,10116032
New York,Utah,1408601
New York,Vermont,388815
New York,Virginia,1394974
New York,Washington,2383641
New York,West Virginia,105419
New York,Wisconsin,1108453
New York,Wyoming,197925
North Carolina,Alabama,407935
North Carolina,Alaska,93623
North Carolina,Arizona,975095
North Carolina,Arkansas,260277
North Carolina,California,3671170
North Carolina,Colorado,1763655
North Carolina,Connecticut,463541
North Carolina,Delaware,6233
North Carolina,District of Columbia,1291089
North Carolina,Florida,9279236
North Carolina,Georgia,1947777
North Carolina,Hawaii,227856
North Carolina,Idaho,89029
North Carolina,Illinois,2377496
North Carolina,Indiana,580053
North Carolina,Iowa,227783
North Carolina,Kansas,83371
North Carolina,Kentucky,322631
North Carolina,Louisiana,820859
North Carolina,Maine,241488
North Carolina,Maryland,1370714
North Carolina,Massachusetts,1901185
North Carolina,Michigan,1166456
North Carolina,Minnesota,830034
North Carolina,Mississippi,168590
North Carolina,Missouri,1012378
North Carolina,Montana,153268
North Carolina,Nebraska,184922
North Carolina,Nevada,1369885
North Carolina,New Hampshire,123000
North Carolina,New Jersey,3487
North Carolina,New Mexico,126359
North Carolina,New York,6416079
North Carolina,North Carolina,621298
North Carolina,North Dakota,61269
North Carolina,Ohio,1395089
North Carolina,Oklahoma,290201
North Carolina,Oregon,348820
North Carolina,Pennsylvania,2355095
North Carolina,Rhode Island,282830
North Carolina,South Carolina,396316
North Carolina,South Dakota,78687
North Carolina,Tennessee,1495545
North Carolina,Texas,3824803
North Carolina,Utah,442161
North Carolina,Vermont,107334
North Carolina,Virginia,460784
North Carolina,Washington,788742
North Carolina,West Virginia,109902
North Carolina,Wisconsin,505851
North Carolina,Wyoming,65472
North Dakota,Alabama,17155
North Dakota,Alaska,20160
North Dakota,Arizona,591080
North Dakota,Arkansas,15889
North Dakota,California,271057
North Dakota,Colorado,413774
North Dakota,Connecticut,12259
North Dakota,District of Columbia,76804
North Dakota,Florida,404966
North Dakota,Georgia,66584
North Dakota,Hawaii,32372
North Dakota,Idaho,31118
North Dakota,Illinois,150550
North Dakota,Indiana,34023
North Dakota,Iowa,29741
North Dakota,Kansas,13597
North Dakota,Kentucky,15035
North Dakota,Louisiana,42369
North Dakota,Maine,6578
North Dakota,Maryland,24933
North Dakota,Massachusetts,33910
North Dakota,Michigan,71210
North Dakota,Minnesota,373371
North Dakota,Mississippi,9497
North Dakota,Missouri,87977
North Dakota,Montana,45134
North Dakota,Nebraska,30280
North Dakota,Nevada,375748
North Dakota,New Hampshire,1804
North Dakota,New Mexico,20797
North Dakota,New York,81671
North Dakota,North Carolina,61501
North Dakota,North Dakota,40254
North Dakota,Ohio,61065
North Dakota,Oklahoma,47466
North Dakota,Oregon,61129
North Dakota,Pennsylvania,62306
North Dakota,Rhode Island,3744
North Dakota,South Carolina,24281
North Dakota,South Dakota,26484
North Dakota,Tennessee,83668
North Dakota,Texas,326524
North Dakota,Utah,58157
North Dakota,Vermont,2483
North Dakota,Virginia,24536
North Dakota,Washington,107066
North Dakota,West Virginia,2438
North Dakota,Wisconsin,63530
North Dakota,Wyoming,13159
Ohio,Alabama,229013
Ohio,Alaska,80642
Ohio,Arizona,1488145
Ohio,Arkansas,174898
Ohio,California,3726756
Ohio,Colorado,1809230
Ohio,Connecticut,273129
Ohio,Delaware,2640
Ohio,District of Columbia,1285554
Ohio,Florida,12918463
Ohio,Georgia,2299635
Ohio,Hawaii,254341
Ohio,Idaho,95885
Ohio,Illinois,2659915
Ohio,Indiana,91284
Ohio,Iowa,164251
Ohio,Kansas,74440
Ohio,Kentucky,73021
Ohio,Louisiana,576891
Ohio,Maine,133908
Ohio,Maryland,860625
Ohio,Massachusetts,1188715
Ohio,Michigan,496432
Ohio,Minnesota,824594
Ohio,Mississippi,89889
Ohio,Missouri,875653
Ohio,Montana,159309
Ohio,Nebraska,146804
Ohio,Nevada,2185040
Ohio,New Hampshire,86015
Ohio,New Jersey,43404
Ohio,New Mexico,124860
Ohio,New York,3192039
Ohio,North Carolina,1390528
Ohio,North Dakota,61990
Ohio,Ohio,132001
Ohio,Oklahoma,240178
Ohio,Oregon,335861
Ohio,Pennsylvania,959762
Ohio,Rhode Island,151914
Ohio,South Carolina,952645
Ohio,South Dakota,68453
Ohio,Tennessee,882447
Ohio,Texas,3235512
Ohio,Utah,427749
Ohio,Vermont,49334
Ohio,Virginia,444194
Ohio,Washington,711711
Ohio,West Virginia,13164
Ohio,Wisconsin,444303
Ohio,Wyoming,61665
Oklahoma,Alabama,106857
Oklahoma,Alaska,42840
Oklahoma,Arizona,589768
Oklahoma,Arkansas,43838
Oklahoma,California,1398997
Oklahoma,Colorado,937938
Oklahoma,Connecticut,50242
Oklahoma,District of Columbia,337462
Oklahoma,Florida,1284800
Oklahoma,Georgia,387834
Oklahoma,Hawaii,94660
Oklahoma,Idaho,57583
Oklahoma,Illinois,433774
Oklahoma,Indiana,107352
Oklahoma,Iowa,48441
Oklahoma,Kansas,11084
Oklahoma,Kentucky,69245
Oklahoma,Louisiana,163280
Oklahoma,Maine,21136
Oklahoma,Maryland,211072
Oklahoma,Massachusetts,114335
Oklahoma,Michigan,160460
Oklahoma,Minnesota,157528
Oklahoma,Mississippi,40839
Oklahoma,Missouri,452130
Oklahoma,Montana,69068
Oklahoma,Nebraska,69150
Oklahoma,Nevada,661739
Oklahoma,New Hampshire,16413
Oklahoma,New Jersey,30
Oklahoma,New Mexico,82983
Oklahoma,New York,415217
Oklahoma,North Carolina,280672
Oklahoma,North Dakota,46521
Oklahoma,Ohio,237071
Oklahoma,Oklahoma,16105
Oklahoma,Oregon,166196
Oklahoma,Pennsylvania,268163
Oklahoma,Rhode Island,24682
Oklahoma,South Carolina,125978
Oklahoma,South Dakota,32043
Oklahoma,Tennessee,233700
Oklahoma,Texas,2415282
Oklahoma,Utah,204510
Oklahoma,Vermont,6721
Oklahoma,Virginia,125882
Oklahoma,Washington,339767
Oklahoma,West Virginia,13969
Oklahoma,Wisconsin,99987
Oklahoma,Wyoming,36902
Oregon,Alabama,78671
Oregon,Alaska,444496
Oregon,Arizona,1921698
Oregon,Arkansas,72041
Oregon,California,10380114
Oregon,Colorado,1488871
Oregon,Connecticut,57842
Oregon,District of Columbia,424201
Oregon,Florida,1219537
Oregon,Georgia,404825
Oregon,Hawaii,1446105
Oregon,Idaho,565771
Oregon,Illinois,847492
Oregon,Indiana,172224
Oregon,Iowa,99983
Oregon,Kansas,50224
Oregon,Kentucky,69097
Oregon,Louisiana,194935
Oregon,Maine,29757
Oregon,Maryland,207335
Oregon,Massachusetts,446095
Oregon,Michigan,311121
Oregon,Minnesota,618553
Oregon,Mississippi,26021
Oregon,Missouri,524991
Oregon,Montana,379309
Oregon,Nebraska,141511
Oregon,Nevada,2240523
Oregon,New Hampshire,11935
Oregon,New Jersey,16
Oregon,New Mexico,213261
Oregon,New York,1052231
Oregon,North Carolina,347714
Oregon,North Dakota,59960
Oregon,Ohio,328729
Oregon,Oklahoma,168016
Oregon,Oregon,996982
Oregon,Pennsylvania,362304
Oregon,Rhode Island,22927
Oregon,South Carolina,111947
Oregon,South Dakota,60930
Oregon,Tennessee,304057
Oregon,Texas,1737722
Oregon,Utah,734603
Oregon,Vermont,20075
Oregon,Virginia,118943
Oregon,Washington,2334352
Oregon,West Virginia,8546
Oregon,Wisconsin,206686
Oregon,Wyoming,47938
Pennsylvania,Alabama,305768
Pennsylvania,Alaska,97109
Pennsylvania,Arizona,1355731
Pennsylvania,Arkansas,188017
Pennsylvania,California,4755527
Pennsylvania,Colorado,1917571
Pennsylvania,Connecticut,213297
Pennsylvania,Delaware,8680
Pennsylvania,District of Columbia,399199
Pennsylvania,Florida,15890125
Pennsylvania,Georgia,3026099
Pennsylvania,Hawaii,236712
Pennsylvania,Idaho,99582
Pennsylvania,Illinois,3030966
Pennsylvania,Indiana,471885
Pennsylvania,Iowa,184298
Pennsylvania,Kansas,73794
Pennsylvania,Kentucky,276924
Pennsylvania,Louisiana,833177
Pennsylvania,Maine,244547
Pennsylvania,Maryland,282810
Pennsylvania,Massachusetts,2134048
Pennsylvania,Michigan,1133095
Pennsylvania,Minnesota,853868
Pennsylvania,Mississippi,103286
Pennsylvania,Missouri,1030078
Pennsylvania,Montana,164155
Pennsylvania,Nebraska,162374
Pennsylvania,Nevada,1862587
Pennsylvania,New Hampshire,136899
Pennsylvania,New Jersey,94701
Pennsylvania,New Mexico,138663
Pennsylvania,New York,1794887
Pennsylvania,North Carolina,2375924
Pennsylvania,North Dakota,61576
Pennsylvania,Ohio,983856
Pennsylvania,Oklahoma,270568
Pennsylvania,Oregon,361369
Pennsylvania,Pennsylvania,799638
Pennsylvania,Rhode Island,200859
Pennsylvania,South Carolina,1445613
Pennsylvania,South Dakota,66695
Pennsylvania,Tennessee,1469499
Pennsylvania,Texas,4074350
Pennsylvania,Utah,446996
Pennsylvania,Vermont,95135
Pennsylvania,Virginia,416351
Pennsylvania,Washington,862857
Pennsylvania,West Virginia,64830
Pennsylvania,Wisconsin,511826
Pennsylvania,Wyoming,70718
Rhode Island,Alabama,33825
Rhode Island,Alaska,3316
Rhode Island,Arizona,133619
Rhode Island,Arkansas,19000
Rhode Island,California,299943
Rhode Island,Colorado,88701
Rhode Island,Connecticut,7273
Rhode Island,District of Columbia,392395
Rhode Island,Florida,2341936
Rhode Island,Georgia,194221
Rhode Island,Hawaii,14892
Rhode Island,Idaho,4559
Rhode Island,Illinois,370303
Rhode Island,Indiana,56742
Rhode Island,Iowa,16008
Rhode Island,Kansas,3977
Rhode Island,Kentucky,36622
Rhode Island,Louisiana,78678
Rhode Island,Maine,32008
Rhode Island,Maryland,518214
Rhode Island,Massachusetts,87183
Rhode Island,Michigan,110404
Rhode Island,Minnesota,67926
Rhode Island,Mississippi,11525
Rhode Island,Missouri,75915
Rhode Island,Montana,6495
Rhode Island,Nebraska,16341
Rhode Island,Nevada,122119
Rhode Island,New Hampshire,27
Rhode Island,New Jersey,53311
Rhode Island,New Mexico,11530
Rhode Island,New York,246529
Rhode Island,North Carolina,276242
Rhode Island,North Dakota,2582
Rhode Island,Ohio,142812
Rhode Island,Oklahoma,24565
Rhode Island,Oregon,21843
Rhode Island,Pennsylvania,200478
Rhode Island,Rhode Island,13717
Rhode Island,South Carolina,112543
Rhode Island,South Dakota,4480
Rhode Island,Tennessee,184963
Rhode Island,Texas,232645
Rhode Island,Utah,24247
Rhode Island,Vermont,17084
Rhode Island,Virginia,123004
Rhode Island,Washington,51392
Rhode Island,West Virginia,6903
Rhode Island,Wisconsin,37318
Rhode Island,Wyoming,2910
South Carolina,Alabama,155239
South Carolina,Alaska,29704
South Carolina,Arizona,250956
South Carolina,Arkansas,101917
South Carolina,California,958121
South Carolina,Colorado,490846
South Carolina,Connecticut,332644
South Carolina,District of Columbia,891348
South Carolina,Florida,1830573
South Carolina,Georgia,730127
South Carolina,Hawaii,69337
South Carolina,Idaho,30607
South Carolina,Illinois,977497
South Carolina,Indiana,298629
South Carolina,Iowa,75883
South Carolina,Kansas,42036
South Carolina,Kentucky,167739
South Carolina,Louisiana,245968
South Carolina,Maine,97205
South Carolina,Maryland,539973
South Carolina,Massachusetts,748111
